,sentence,word,sense,context,sym_context,sem_context,sns_context
1044, p00/d0827,buy,buy.v.01,"['I', ""'ll"", 'buy', 'a', 'new', 'one']","['speaker', 'will', 'buy', 'a', 'new', 'one']","['PRO', 'FUT', 'EXS', 'DIS', 'IST', 'CON']","['O', 'O', 'buy.v.01', 'O', 'new.a.05', 'one.n.02']"
1045, p00/d0827,new,new.a.05,"[""'ll"", 'buy', 'a', 'new', 'one', '.']","['will', 'buy', 'a', 'new', 'one', '.']","['FUT', 'EXS', 'DIS', 'IST', 'CON', 'NIL']","['O', 'buy.v.01', 'O', 'new.a.05', 'one.n.02', 'O']"
1046, p00/d0827,one,one.n.02,"['buy', 'a', 'new', 'one', '.']","['buy', 'a', 'new', 'one', '.']","['EXS', 'DIS', 'IST', 'CON', 'NIL']","['buy.v.01', 'O', 'new.a.05', 'one.n.02', 'O']"
1047, p00/d2673,Tom,male.n.02,"['Tom', 'is', 'still', 'uncertain']","['tom', 'be', 'still', 'uncertain']","['PER', 'NOW', 'ALT', 'IST']","['male.n.02', 'O', 'O', 'uncertain.a.01']"
1048, p00/d2673,uncertain,uncertain.a.01,"['Tom', 'is', 'still', 'uncertain', '.']","['tom', 'be', 'still', 'uncertain', '.']","['PER', 'NOW', 'ALT', 'IST', 'NIL']","['male.n.02', 'O', 'O', 'uncertain.a.01', 'O']"
1049, p30/d2855,proud,proud.a.01,"['I', 'am', 'proud', 'of', 'you', '.']","['speaker', 'be', 'proud', 'of', 'hearer', '.']","['PRO', 'NOW', 'IST', 'REL', 'PRO', 'NIL']","['O', 'O', 'proud.a.01', 'O', 'O', 'O']"
1050, p20/d2039,owners,owner.n.01,"['The', 'owners', 'appointed', 'him', 'manager']","['the', 'owner', 'appoint', 'male', 'manager']","['DEF', 'ROL', 'EPS', 'PRO', 'CON']","['O', 'owner.n.01', 'appoint.v.02', 'male.n.02', 'manager.n.01']"
1051, p20/d2039,appointed,appoint.v.02,"['The', 'owners', 'appointed', 'him', 'manager', '.']","['the', 'owner', 'appoint', 'male', 'manager', '.']","['DEF', 'ROL', 'EPS', 'PRO', 'CON', 'NIL']","['O', 'owner.n.01', 'appoint.v.02', 'male.n.02', 'manager.n.01', 'O']"
1052, p20/d2039,him,male.n.02,"['The', 'owners', 'appointed', 'him', 'manager', '.']","['the', 'owner', 'appoint', 'male', 'manager', '.']","['DEF', 'ROL', 'EPS', 'PRO', 'CON', 'NIL']","['O', 'owner.n.01', 'appoint.v.02', 'male.n.02', 'manager.n.01', 'O']"
1053, p20/d2039,manager,manager.n.01,"['owners', 'appointed', 'him', 'manager', '.']","['owner', 'appoint', 'male', 'manager', '.']","['ROL', 'EPS', 'PRO', 'CON', 'NIL']","['owner.n.01', 'appoint.v.02', 'male.n.02', 'manager.n.01', 'O']"
1054, p00/d2803,son,son.n.01,"['My', 'son', 'will', 'take', 'over']","['speaker', 'son', 'will', 'take~over', 'over']","['HAS', 'ROL', 'FUT', 'EXS', 'REL']","['O', 'son.n.01', 'O', 'take_over.v.03', 'O']"
1055, p00/d2803,take,take_over.v.03,"['My', 'son', 'will', 'take', 'over', 'the', 'job']","['speaker', 'son', 'will', 'take~over', 'over', 'the', 'job']","['HAS', 'ROL', 'FUT', 'EXS', 'REL', 'DEF', 'CON']","['O', 'son.n.01', 'O', 'take_over.v.03', 'O', 'O', 'job.n.02']"
1056, p00/d2803,job,job.n.02,"['take', 'over', 'the', 'job', '.']","['take~over', 'over', 'the', 'job', '.']","['EXS', 'REL', 'DEF', 'CON', 'NIL']","['take_over.v.03', 'O', 'O', 'job.n.02', 'O']"
1057, p30/d1961,Chad,country.n.02,"['Chad', 'is', 'called', '""']","['chad', 'be', 'call', '""', '""']","['GPE', 'NOW', 'EXS', 'NIL', 'NIL']","['country.n.02', 'O', 'call.v.01', 'O', 'O']"
1058, p30/d1961,called,call.v.01,"['Chad', 'is', 'called', '""', 'Tchad', '""']","['chad', 'be', 'call', '""', 'tchad', '""']","['GPE', 'NOW', 'EXS', 'NIL', 'LIT', 'NIL']","['country.n.02', 'O', 'call.v.01', 'O', 'O', 'O']"
1059, p30/d1961,French,french.n.01,"['Tchad', '""', 'in', 'French', '.']","['""', 'tchad', '""', 'in', 'french', '.']","['NIL', 'LIT', 'NIL', 'REL', 'CON', 'NIL']","['O', 'O', 'O', 'O', 'french.n.01', 'O']"
1060, p00/d2007,girls,girl.n.01,"['The', 'girls', 'reveled', 'in', 'dancing']","['the', 'girl', 'revel', 'in', 'dance']","['DEF', 'CON', 'EPS', 'REL', 'CON']","['O', 'girl.n.01', 'revel.v.01', 'O', 'dance.n.03']"
1061, p00/d2007,reveled,revel.v.01,"['The', 'girls', 'reveled', 'in', 'dancing', '.']","['the', 'girl', 'revel', 'in', 'dance', '.']","['DEF', 'CON', 'EPS', 'REL', 'CON', 'NIL']","['O', 'girl.n.01', 'revel.v.01', 'O', 'dance.n.03', 'O']"
1062, p00/d2007,dancing,dance.n.03,"['girls', 'reveled', 'in', 'dancing', '.']","['girl', 'revel', 'in', 'dance', '.']","['CON', 'EPS', 'REL', 'CON', 'NIL']","['girl.n.01', 'revel.v.01', 'O', 'dance.n.03', 'O']"
1063, p30/d2762,Tom,male.n.02,"['Tom', 'started', 'to', 'walk']","['tom', 'start', 'to', 'walk~away']","['PER', 'EPS', 'NIL', 'EXS']","['male.n.02', 'start.v.01', 'O', 'walk_away.v.01']"
1064, p30/d2762,started,start.v.01,"['Tom', 'started', 'to', 'walk', 'away']","['tom', 'start', 'to', 'walk~away', 'away']","['PER', 'EPS', 'NIL', 'EXS', 'REL']","['male.n.02', 'start.v.01', 'O', 'walk_away.v.01', 'O']"
1065, p30/d2762,walk,walk_away.v.01,"['Tom', 'started', 'to', 'walk', 'away', ',', 'but']","['tom', 'start', 'to', 'walk~away', 'away', ',', 'but']","['PER', 'EPS', 'NIL', 'EXS', 'REL', 'NIL', 'BUT']","['male.n.02', 'start.v.01', 'O', 'walk_away.v.01', 'O', 'O', 'O']"
1066, p30/d2762,Mary,female.n.02,"['away', ',', 'but', 'Mary', 'stopped', 'him', '.']","['away', ',', 'but', 'mary', 'stop', 'male', '.']","['REL', 'NIL', 'BUT', 'PER', 'EPS', 'PRO', 'NIL']","['O', 'O', 'O', 'female.n.02', 'stop.v.05', 'male.n.02', 'O']"
1067, p30/d2762,stopped,stop.v.05,"[',', 'but', 'Mary', 'stopped', 'him', '.']","[',', 'but', 'mary', 'stop', 'male', '.']","['NIL', 'BUT', 'PER', 'EPS', 'PRO', 'NIL']","['O', 'O', 'female.n.02', 'stop.v.05', 'male.n.02', 'O']"
1068, p30/d2762,him,male.n.02,"['but', 'Mary', 'stopped', 'him', '.']","['but', 'mary', 'stop', 'male', '.']","['BUT', 'PER', 'EPS', 'PRO', 'NIL']","['O', 'female.n.02', 'stop.v.05', 'male.n.02', 'O']"
1069, p10/d2589,buying,buy.v.01,"['I', ""'m"", 'buying', 'fruit', 'and', 'chocolate']","['speaker', 'be', 'buy', 'fruit', 'and', 'chocolate']","['PRO', 'NOW', 'EXG', 'CON', 'GRP', 'CON']","['O', 'O', 'buy.v.01', 'fruit.n.01', 'O', 'chocolate.n.02']"
1070, p10/d2589,fruit,fruit.n.01,"['I', ""'m"", 'buying', 'fruit', 'and', 'chocolate', '.']","['speaker', 'be', 'buy', 'fruit', 'and', 'chocolate', '.']","['PRO', 'NOW', 'EXG', 'CON', 'GRP', 'CON', 'NIL']","['O', 'O', 'buy.v.01', 'fruit.n.01', 'O', 'chocolate.n.02', 'O']"
1071, p10/d2589,chocolate,chocolate.n.02,"['buying', 'fruit', 'and', 'chocolate', '.']","['buy', 'fruit', 'and', 'chocolate', '.']","['EXG', 'CON', 'GRP', 'CON', 'NIL']","['buy.v.01', 'fruit.n.01', 'O', 'chocolate.n.02', 'O']"
1072, p10/d2302,Mary,female.n.02,"['Mary', 'is', 'a', 'fashion']","['mary', 'be', 'a', 'fashion']","['PER', 'ENS', 'DIS', 'CON']","['female.n.02', 'be.v.02', 'O', 'fashion.n.03']"
1073, p10/d2302,is,be.v.02,"['Mary', 'is', 'a', 'fashion', 'junkie']","['mary', 'be', 'a', 'fashion', 'junkie']","['PER', 'ENS', 'DIS', 'CON', 'ROL']","['female.n.02', 'be.v.02', 'O', 'fashion.n.03', 'junkie.n.02']"
1074, p10/d2302,fashion,fashion.n.03,"['Mary', 'is', 'a', 'fashion', 'junkie', '.']","['mary', 'be', 'a', 'fashion', 'junkie', '.']","['PER', 'ENS', 'DIS', 'CON', 'ROL', 'NIL']","['female.n.02', 'be.v.02', 'O', 'fashion.n.03', 'junkie.n.02', 'O']"
1075, p10/d2302,junkie,junkie.n.02,"['is', 'a', 'fashion', 'junkie', '.']","['be', 'a', 'fashion', 'junkie', '.']","['ENS', 'DIS', 'CON', 'ROL', 'NIL']","['be.v.02', 'O', 'fashion.n.03', 'junkie.n.02', 'O']"
1076, p10/d3237,She,female.n.02,"['She', ""'s"", 'cleaning', 'out']","['female', 'be', 'clean~out', 'out']","['PRO', 'NOW', 'EXG', 'REL']","['female.n.02', 'O', 'clean_out.v.01', 'O']"
1077, p10/d3237,cleaning,clean_out.v.01,"['She', ""'s"", 'cleaning', 'out', 'her', 'closet']","['female', 'be', 'clean~out', 'out', 'female', 'closet']","['PRO', 'NOW', 'EXG', 'REL', 'HAS', 'CON']","['female.n.02', 'O', 'clean_out.v.01', 'O', 'female.n.02', 'closet.n.03']"
1078, p10/d3237,her,female.n.02,"[""'s"", 'cleaning', 'out', 'her', 'closet', '.']","['be', 'clean~out', 'out', 'female', 'closet', '.']","['NOW', 'EXG', 'REL', 'HAS', 'CON', 'NIL']","['O', 'clean_out.v.01', 'O', 'female.n.02', 'closet.n.03', 'O']"
1079, p10/d3237,closet,closet.n.03,"['cleaning', 'out', 'her', 'closet', '.']","['clean~out', 'out', 'female', 'closet', '.']","['EXG', 'REL', 'HAS', 'CON', 'NIL']","['clean_out.v.01', 'O', 'female.n.02', 'closet.n.03', 'O']"
1080, p00/d0896,He,male.n.02,"['He', 'is', 'opening', 'the']","['male', 'be', 'open', 'the']","['PRO', 'NOW', 'EXG', 'DEF']","['male.n.02', 'O', 'open.v.01', 'O']"
1081, p00/d0896,opening,open.v.01,"['He', 'is', 'opening', 'the', 'window', '.']","['male', 'be', 'open', 'the', 'window', '.']","['PRO', 'NOW', 'EXG', 'DEF', 'CON', 'NIL']","['male.n.02', 'O', 'open.v.01', 'O', 'window.n.01', 'O']"
1082, p00/d0896,window,window.n.01,"['is', 'opening', 'the', 'window', '.']","['be', 'open', 'the', 'window', '.']","['NOW', 'EXG', 'DEF', 'CON', 'NIL']","['O', 'open.v.01', 'O', 'window.n.01', 'O']"
1083, p10/d2117,That,entity.n.01,"['That', ""'s"", 'humiliating', '.']","['entity', 'be', 'humiliating', '.']","['DST', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'humiliating.a.01', 'O']"
1084, p10/d2117,humiliating,humiliating.a.01,"['That', ""'s"", 'humiliating', '.']","['entity', 'be', 'humiliating', '.']","['DST', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'humiliating.a.01', 'O']"
1085, p00/d1469,house,house.n.01,"['The', 'house', 'has', 'burnt', 'down']","['the', 'house', 'have', 'burn~down', 'down']","['DEF', 'CON', 'NOW', 'EXT', 'REL']","['O', 'house.n.01', 'O', 'burn_down.v.01', 'O']"
1086, p00/d1469,burnt,burn_down.v.01,"['The', 'house', 'has', 'burnt', 'down', '.']","['the', 'house', 'have', 'burn~down', 'down', '.']","['DEF', 'CON', 'NOW', 'EXT', 'REL', 'NIL']","['O', 'house.n.01', 'O', 'burn_down.v.01', 'O', 'O']"
1087, p30/d2755,caught,catch.v.08,"['I', 'caught', 'a', 'fish', '!']","['speaker', 'catch', 'a', 'fish', '!']","['PRO', 'EPS', 'DIS', 'CON', 'EMP']","['O', 'catch.v.08', 'O', 'fish.n.01', 'O']"
1088, p30/d2755,fish,fish.n.01,"['I', 'caught', 'a', 'fish', '!']","['speaker', 'catch', 'a', 'fish', '!']","['PRO', 'EPS', 'DIS', 'CON', 'EMP']","['O', 'catch.v.08', 'O', 'fish.n.01', 'O']"
1089, p10/d3348,Tom,male.n.02,"['Tom', 'looks', 'hesitant', '.']","['tom', 'look', 'hesitant', '.']","['PER', 'ENS', 'IST', 'NIL']","['male.n.02', 'look.v.02', 'hesitant.a.01', 'O']"
1090, p10/d3348,looks,look.v.02,"['Tom', 'looks', 'hesitant', '.']","['tom', 'look', 'hesitant', '.']","['PER', 'ENS', 'IST', 'NIL']","['male.n.02', 'look.v.02', 'hesitant.a.01', 'O']"
1091, p10/d3348,hesitant,hesitant.a.01,"['Tom', 'looks', 'hesitant', '.']","['tom', 'look', 'hesitant', '.']","['PER', 'ENS', 'IST', 'NIL']","['male.n.02', 'look.v.02', 'hesitant.a.01', 'O']"
1092, p20/d0716,Franz~Liszt,male.n.02,"['Franz~Liszt', 'lived', 'from', '1811']","['franz~liszt', 'live', 'from', '1811']","['PER', 'EPS', 'REL', 'YOC']","['male.n.02', 'live.v.01', 'O', 'O']"
1093, p20/d0716,lived,live.v.01,"['Franz~Liszt', 'lived', 'from', '1811', 'to']","['franz~liszt', 'live', 'from', '1811', 'to']","['PER', 'EPS', 'REL', 'YOC', 'REL']","['male.n.02', 'live.v.01', 'O', 'O', 'O']"
1094, p00/d1427,Tom,male.n.02,"['Tom', 'shrugged', 'his', 'shoulders']","['tom', 'shrug', 'male', 'shoulder']","['PER', 'EPS', 'HAS', 'CON']","['male.n.02', 'shrug.v.01', 'male.n.02', 'shoulder.n.01']"
1095, p00/d1427,shrugged,shrug.v.01,"['Tom', 'shrugged', 'his', 'shoulders', '.']","['tom', 'shrug', 'male', 'shoulder', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'shrug.v.01', 'male.n.02', 'shoulder.n.01', 'O']"
1096, p00/d1427,his,male.n.02,"['Tom', 'shrugged', 'his', 'shoulders', '.']","['tom', 'shrug', 'male', 'shoulder', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'shrug.v.01', 'male.n.02', 'shoulder.n.01', 'O']"
1097, p00/d1427,shoulders,shoulder.n.01,"['Tom', 'shrugged', 'his', 'shoulders', '.']","['tom', 'shrug', 'male', 'shoulder', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'shrug.v.01', 'male.n.02', 'shoulder.n.01', 'O']"
1098, p00/d1383,What,entity.n.01,"['What', 'roller~coaster', 'is', 'the']","['entity', 'roller~coaster', 'be', 'the', 'the']","['QUE', 'CON', 'ENS', 'DEF', 'DEF']","['entity.n.01', 'roller_coaster.n.02', 'be.v.02', 'O', 'O']"
1099, p00/d1383,roller~coaster,roller_coaster.n.02,"['What', 'roller~coaster', 'is', 'the', 'fastest']","['entity', 'roller~coaster', 'be', 'the', 'fast', 'the']","['QUE', 'CON', 'ENS', 'DEF', 'TOP', 'DEF']","['entity.n.01', 'roller_coaster.n.02', 'be.v.02', 'O', 'fast.a.01', 'O']"
1100, p00/d1383,is,be.v.02,"['What', 'roller~coaster', 'is', 'the', 'fastest', 'in']","['entity', 'roller~coaster', 'be', 'the', 'fast', 'in', 'the']","['QUE', 'CON', 'ENS', 'DEF', 'TOP', 'REL', 'DEF']","['entity.n.01', 'roller_coaster.n.02', 'be.v.02', 'O', 'fast.a.01', 'O', 'O']"
1101, p00/d1383,fastest,fast.a.01,"['roller~coaster', 'is', 'the', 'fastest', 'in', 'the', 'world']","['roller~coaster', 'be', 'the', 'fast', 'in', 'the', 'world']","['CON', 'ENS', 'DEF', 'TOP', 'REL', 'DEF', 'CON']","['roller_coaster.n.02', 'be.v.02', 'O', 'fast.a.01', 'O', 'O', 'world.n.04']"
1102, p00/d1383,world,world.n.04,"['fastest', 'in', 'the', 'world', '?']","['the', 'fast', 'in', 'the', 'world', '?']","['DEF', 'TOP', 'REL', 'DEF', 'CON', 'QUE']","['O', 'fast.a.01', 'O', 'O', 'world.n.04', 'O']"
1103, p10/d3321,Tom,male.n.02,"['Tom', 'likes', 'his', 'coffee']","['tom', 'like', 'male', 'coffee']","['PER', 'ENS', 'HAS', 'CON']","['male.n.02', 'like.v.02', 'male.n.02', 'coffee.n.01']"
1104, p10/d3321,likes,like.v.02,"['Tom', 'likes', 'his', 'coffee', 'black']","['tom', 'like', 'male', 'coffee', 'black']","['PER', 'ENS', 'HAS', 'CON', 'IST']","['male.n.02', 'like.v.02', 'male.n.02', 'coffee.n.01', 'black.a.13']"
1105, p10/d3321,his,male.n.02,"['Tom', 'likes', 'his', 'coffee', 'black', '.']","['tom', 'like', 'male', 'coffee', 'black', '.']","['PER', 'ENS', 'HAS', 'CON', 'IST', 'NIL']","['male.n.02', 'like.v.02', 'male.n.02', 'coffee.n.01', 'black.a.13', 'O']"
1106, p10/d3321,coffee,coffee.n.01,"['Tom', 'likes', 'his', 'coffee', 'black', '.']","['tom', 'like', 'male', 'coffee', 'black', '.']","['PER', 'ENS', 'HAS', 'CON', 'IST', 'NIL']","['male.n.02', 'like.v.02', 'male.n.02', 'coffee.n.01', 'black.a.13', 'O']"
1107, p10/d3321,black,black.a.13,"['likes', 'his', 'coffee', 'black', '.']","['like', 'male', 'coffee', 'black', '.']","['ENS', 'HAS', 'CON', 'IST', 'NIL']","['like.v.02', 'male.n.02', 'coffee.n.01', 'black.a.13', 'O']"
1108, p00/d1593,lie,lie.v.05,"['I', 'will', 'not', 'lie', 'to', 'her', '.']","['speaker', 'will', 'not', 'lie', 'to', 'female', '.']","['PRO', 'FUT', 'NOT', 'EXS', 'REL', 'PRO', 'NIL']","['O', 'O', 'O', 'lie.v.05', 'O', 'female.n.02', 'O']"
1109, p00/d1593,her,female.n.02,"['not', 'lie', 'to', 'her', '.']","['not', 'lie', 'to', 'female', '.']","['NOT', 'EXS', 'REL', 'PRO', 'NIL']","['O', 'lie.v.05', 'O', 'female.n.02', 'O']"
1110, p00/d3280,Tom,male.n.02,"['Tom', 'is', ""n't"", 'winning']","['tom', 'be', 'not', 'win']","['PER', 'NOW', 'NOT', 'EXG']","['male.n.02', 'O', 'O', 'win.v.01']"
1111, p00/d3280,winning,win.v.01,"['Tom', 'is', ""n't"", 'winning', '.']","['tom', 'be', 'not', 'win', '.']","['PER', 'NOW', 'NOT', 'EXG', 'NIL']","['male.n.02', 'O', 'O', 'win.v.01', 'O']"
1112, p00/d2439,grandmother,grandmother.n.01,"['My', 'grandmother', 'passed', 'away', '.']","['speaker', 'grandmother', 'pass~away', 'away', '.']","['HAS', 'ROL', 'EPS', 'REL', 'NIL']","['O', 'grandmother.n.01', 'pass_away.v.01', 'O', 'O']"
1113, p00/d2439,passed,pass_away.v.01,"['My', 'grandmother', 'passed', 'away', '.']","['speaker', 'grandmother', 'pass~away', 'away', '.']","['HAS', 'ROL', 'EPS', 'REL', 'NIL']","['O', 'grandmother.n.01', 'pass_away.v.01', 'O', 'O']"
1114, p10/d0171,He,male.n.02,"['He', 'asked', 'if', 'I']","['male', 'ask', 'if', 'speaker']","['PRO', 'EPS', 'DIS', 'PRO']","['male.n.02', 'ask.v.01', 'O', 'O']"
1115, p10/d0171,asked,ask.v.01,"['He', 'asked', 'if', 'I', 'like']","['male', 'ask', 'if', 'speaker', 'like']","['PRO', 'EPS', 'DIS', 'PRO', 'ENS']","['male.n.02', 'ask.v.01', 'O', 'O', 'like.v.02']"
1116, p10/d0171,like,like.v.02,"['asked', 'if', 'I', 'like', 'mathematics', '.']","['ask', 'if', 'speaker', 'like', 'mathematics', '.']","['EPS', 'DIS', 'PRO', 'ENS', 'CON', 'NIL']","['ask.v.01', 'O', 'O', 'like.v.02', 'mathematics.n.01', 'O']"
1117, p10/d0171,mathematics,mathematics.n.01,"['if', 'I', 'like', 'mathematics', '.']","['if', 'speaker', 'like', 'mathematics', '.']","['DIS', 'PRO', 'ENS', 'CON', 'NIL']","['O', 'O', 'like.v.02', 'mathematics.n.01', 'O']"
1118, p10/d2008,insulin,insulin.n.01,"['The', 'insulin', 'was', 'making', 'her']","['the', 'insulin', 'be', 'make', 'female']","['DEF', 'CON', 'PST', 'EXG', 'PRO']","['O', 'insulin.n.01', 'O', 'make.v.02', 'female.n.02']"
1119, p10/d2008,making,make.v.02,"['The', 'insulin', 'was', 'making', 'her', 'fat', '.']","['the', 'insulin', 'be', 'make', 'female', 'fat', '.']","['DEF', 'CON', 'PST', 'EXG', 'PRO', 'IST', 'NIL']","['O', 'insulin.n.01', 'O', 'make.v.02', 'female.n.02', 'fat.a.01', 'O']"
1120, p10/d2008,her,female.n.02,"['insulin', 'was', 'making', 'her', 'fat', '.']","['insulin', 'be', 'make', 'female', 'fat', '.']","['CON', 'PST', 'EXG', 'PRO', 'IST', 'NIL']","['insulin.n.01', 'O', 'make.v.02', 'female.n.02', 'fat.a.01', 'O']"
1121, p10/d2008,fat,fat.a.01,"['was', 'making', 'her', 'fat', '.']","['be', 'make', 'female', 'fat', '.']","['PST', 'EXG', 'PRO', 'IST', 'NIL']","['O', 'make.v.02', 'female.n.02', 'fat.a.01', 'O']"
1122, p00/d2994,Mary,female.n.02,"['Mary', 'is', 'watering', 'the']","['mary', 'be', 'water', 'the']","['PER', 'NOW', 'EXG', 'DEF']","['female.n.02', 'O', 'water.v.02', 'O']"
1123, p00/d2994,watering,water.v.02,"['Mary', 'is', 'watering', 'the', 'garden', '.']","['mary', 'be', 'water', 'the', 'garden', '.']","['PER', 'NOW', 'EXG', 'DEF', 'CON', 'NIL']","['female.n.02', 'O', 'water.v.02', 'O', 'garden.n.01', 'O']"
1124, p00/d2994,garden,garden.n.01,"['is', 'watering', 'the', 'garden', '.']","['be', 'water', 'the', 'garden', '.']","['NOW', 'EXG', 'DEF', 'CON', 'NIL']","['O', 'water.v.02', 'O', 'garden.n.01', 'O']"
1125, p30/d2886,wait,wait.v.01,"['We', ""'ll"", 'wait', 'for', 'Tom', 'in']","['speaker', 'will', 'wait', 'for', 'tom', 'in']","['PRO', 'FUT', 'EXS', 'REL', 'PER', 'REL']","['O', 'O', 'wait.v.01', 'O', 'male.n.02', 'O']"
1126, p30/d2886,Tom,male.n.02,"[""'ll"", 'wait', 'for', 'Tom', 'in', 'the', 'lobby']","['will', 'wait', 'for', 'tom', 'in', 'the', 'lobby']","['FUT', 'EXS', 'REL', 'PER', 'REL', 'DEF', 'CON']","['O', 'wait.v.01', 'O', 'male.n.02', 'O', 'O', 'lobby.n.01']"
1127, p30/d2886,lobby,lobby.n.01,"['Tom', 'in', 'the', 'lobby', '.']","['tom', 'in', 'the', 'lobby', '.']","['PER', 'REL', 'DEF', 'CON', 'NIL']","['male.n.02', 'O', 'O', 'lobby.n.01', 'O']"
1128, p00/d1657,body,person.n.01,"['Every', 'body', 'except', 'Joe', 'went']","['every', 'person', 'except', 'joe', 'go']","['AND', 'CON', 'NOT', 'PER', 'EPS']","['O', 'person.n.01', 'O', 'male.n.02', 'go.v.01']"
1129, p00/d1657,Joe,male.n.02,"['Every', 'body', 'except', 'Joe', 'went', 'to', 'the']","['every', 'person', 'except', 'joe', 'go', 'to', 'the']","['AND', 'CON', 'NOT', 'PER', 'EPS', 'REL', 'DEF']","['O', 'person.n.01', 'O', 'male.n.02', 'go.v.01', 'O', 'O']"
1130, p00/d1657,went,go.v.01,"['body', 'except', 'Joe', 'went', 'to', 'the', 'party']","['person', 'except', 'joe', 'go', 'to', 'the', 'party']","['CON', 'NOT', 'PER', 'EPS', 'REL', 'DEF', 'CON']","['person.n.01', 'O', 'male.n.02', 'go.v.01', 'O', 'O', 'party.n.04']"
1131, p00/d1657,party,party.n.04,"['went', 'to', 'the', 'party', '.']","['go', 'to', 'the', 'party', '.']","['EPS', 'REL', 'DEF', 'CON', 'NIL']","['go.v.01', 'O', 'O', 'party.n.04', 'O']"
1132, p20/d3157,give,give.v.03,"['Can', 'you', 'give', 'me', 'a', 'kilo']","['can', 'hearer', 'give', 'speaker', 'a', 'kilo']","['POS', 'PRO', 'EXS', 'PRO', 'DIS', 'UOM']","['O', 'O', 'give.v.03', 'O', 'O', 'kilo.n.01']"
1133, p20/d3157,kilo,kilo.n.01,"['give', 'me', 'a', 'kilo', 'of', 'plums', '?']","['give', 'speaker', 'a', 'kilo', 'of', 'plum', '?']","['EXS', 'PRO', 'DIS', 'UOM', 'AND', 'CON', 'QUE']","['give.v.03', 'O', 'O', 'kilo.n.01', 'O', 'plum.n.02', 'O']"
1134, p20/d3157,plums,plum.n.02,"['a', 'kilo', 'of', 'plums', '?']","['a', 'kilo', 'of', 'plum', '?']","['DIS', 'UOM', 'AND', 'CON', 'QUE']","['O', 'kilo.n.01', 'O', 'plum.n.02', 'O']"
1135, p20/d3146,is,be.v.13,"['How', 'much', 'is', 'this', 'camera', '?']","['how', '?', 'be', 'this', 'camera', '?']","['QUE', 'QUV', 'ENS', 'PRX', 'CON', 'QUE']","['O', 'O', 'be.v.13', 'O', 'camera.n.01', 'O']"
1136, p20/d3146,camera,camera.n.01,"['much', 'is', 'this', 'camera', '?']","['?', 'be', 'this', 'camera', '?']","['QUV', 'ENS', 'PRX', 'CON', 'QUE']","['O', 'be.v.13', 'O', 'camera.n.01', 'O']"
1137, p20/d2562,spectators,spectator.n.01,"['A', 'mere', '529', 'spectators', 'watched', 'the', 'game']","['a', 'mere', '529', 'spectator', 'watch', 'the', 'game']","['DIS', 'TOP', 'QUC', 'ROL', 'EPS', 'DEF', 'CON']","['O', 'O', 'O', 'spectator.n.01', 'watch.v.03', 'O', 'game.n.02']"
1138, p20/d2562,watched,watch.v.03,"['mere', '529', 'spectators', 'watched', 'the', 'game', '.']","['mere', '529', 'spectator', 'watch', 'the', 'game', '.']","['TOP', 'QUC', 'ROL', 'EPS', 'DEF', 'CON', 'NIL']","['O', 'O', 'spectator.n.01', 'watch.v.03', 'O', 'game.n.02', 'O']"
1139, p20/d2562,game,game.n.02,"['spectators', 'watched', 'the', 'game', '.']","['spectator', 'watch', 'the', 'game', '.']","['ROL', 'EPS', 'DEF', 'CON', 'NIL']","['spectator.n.01', 'watch.v.03', 'O', 'game.n.02', 'O']"
1140, p20/d1389,Where,location.n.01,"['Where', 'is', 'Basra', '?']","['location', 'be', 'basra', '?']","['QUE', 'ENS', 'GPE', 'QUE']","['location.n.01', 'be.v.03', 'city.n.01', 'O']"
1141, p20/d1389,is,be.v.03,"['Where', 'is', 'Basra', '?']","['location', 'be', 'basra', '?']","['QUE', 'ENS', 'GPE', 'QUE']","['location.n.01', 'be.v.03', 'city.n.01', 'O']"
1142, p20/d1389,Basra,city.n.01,"['Where', 'is', 'Basra', '?']","['location', 'be', 'basra', '?']","['QUE', 'ENS', 'GPE', 'QUE']","['location.n.01', 'be.v.03', 'city.n.01', 'O']"
1143, p00/d0916,mother,mother.n.01,"['My', 'mother', 'told', 'me', 'to']","['speaker', 'mother', 'tell', 'speaker', 'to']","['HAS', 'ROL', 'EPS', 'PRO', 'NIL']","['O', 'mother.n.01', 'tell.v.04', 'O', 'O']"
1144, p00/d0916,told,tell.v.04,"['My', 'mother', 'told', 'me', 'to', 'mow']","['speaker', 'mother', 'tell', 'speaker', 'to', 'mow']","['HAS', 'ROL', 'EPS', 'PRO', 'NIL', 'EXS']","['O', 'mother.n.01', 'tell.v.04', 'O', 'O', 'mow.v.01']"
1145, p00/d0916,mow,mow.v.01,"['told', 'me', 'to', 'mow', 'the', 'lawn', '.']","['tell', 'speaker', 'to', 'mow', 'the', 'lawn', '.']","['EPS', 'PRO', 'NIL', 'EXS', 'DEF', 'CON', 'NIL']","['tell.v.04', 'O', 'O', 'mow.v.01', 'O', 'lawn.n.01', 'O']"
