,sentence,word,sense,context,sym_context,sem_context,sns_context
1350, p00/d1549,Miss,miss.n.03,"['is', 'Miss', 'Curtis']","['be', 'miss', 'curtis']","['ENS', 'ROL', 'PER']","['be.v.02', 'miss.n.03', 'female.n.02']"
1351, p00/d1549,Curtis,female.n.02,"['Miss', 'Curtis', '.']","['miss', 'curtis', '.']","['ROL', 'PER', 'NIL']","['miss.n.03', 'female.n.02', 'O']"
1352, p00/d2581,Tom,male.n.02,"['Tom', ""'s""]","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
1353, p00/d2581,paralyzed,paralyzed.a.01,"[""'s"", 'paralyzed', '.']","['be', 'paralyzed', '.']","['NOW', 'IST', 'NIL']","['O', 'paralyzed.a.01', 'O']"
1354, p30/d1481,He,male.n.02,"['He', 'inherited']","['male', 'inherit']","['PRO', 'EPS']","['male.n.02', 'inherit.v.01']"
1355, p30/d1481,inherited,inherit.v.01,"['He', 'inherited', 'an']","['male', 'inherit', 'an']","['PRO', 'EPS', 'DIS']","['male.n.02', 'inherit.v.01', 'O']"
1356, p30/d1481,old,old.a.02,"['an', 'old', 'wooden']","['an', 'old', 'wooden']","['DIS', 'IST', 'IST']","['O', 'old.a.02', 'wooden.a.01']"
1357, p30/d1481,wooden,wooden.a.01,"['old', 'wooden', 'chest']","['old', 'wooden', 'chest']","['IST', 'IST', 'CON']","['old.a.02', 'wooden.a.01', 'chest.n.02']"
1358, p30/d1481,chest,chest.n.02,"['wooden', 'chest', '.']","['wooden', 'chest', '.']","['IST', 'CON', 'NIL']","['wooden.a.01', 'chest.n.02', 'O']"
1359, p10/d1655,Someone,person.n.01,"['Someone', 'has']","['person', 'have']","['DIS', 'NOW']","['person.n.01', 'O']"
1360, p10/d1655,given,give.v.01,"['has', 'given', 'me']","['have', 'give', 'speaker']","['NOW', 'EXT', 'PRO']","['O', 'give.v.01', 'O']"
1361, p10/d1655,cold,cold.n.01,"['the', 'cold', '.']","['the', 'cold', '.']","['DEF', 'CON', 'NIL']","['O', 'cold.n.01', 'O']"
1362, p10/d0798,hospital,hospital.n.01,"['This', 'hospital', 'has']","['this', 'hospital', 'have']","['PRX', 'CON', 'ENS']","['O', 'hospital.n.01', 'have.v.02']"
1363, p10/d0798,has,have.v.02,"['hospital', 'has', 'a']","['hospital', 'have', 'a']","['CON', 'ENS', 'DIS']","['hospital.n.01', 'have.v.02', 'O']"
1364, p10/d0798,new,new.a.01,"['of', 'new', 'equipment']","['of', 'new', 'equipment']","['REL', 'IST', 'CON']","['O', 'new.a.01', 'equipment.n.01']"
1365, p10/d0798,equipment,equipment.n.01,"['new', 'equipment', '.']","['new', 'equipment', '.']","['IST', 'CON', 'NIL']","['new.a.01', 'equipment.n.01', 'O']"
1366, p30/d2695,rope,rope.n.01,"['The', 'rope', 'broke']","['the', 'rope', 'break']","['DEF', 'CON', 'EPS']","['O', 'rope.n.01', 'break.v.02']"
1367, p30/d2695,broke,break.v.02,"['rope', 'broke', 'under']","['rope', 'break', 'under']","['CON', 'EPS', 'REL']","['rope.n.01', 'break.v.02', 'O']"
1368, p30/d2695,strain,strain.n.01,"['the', 'strain', '.']","['the', 'strain', '.']","['DEF', 'CON', 'NIL']","['O', 'strain.n.01', 'O']"
1369, p10/d3476,She,female.n.02,"['She', 'was']","['female', 'be']","['PRO', 'PST']","['female.n.02', 'O']"
1370, p10/d3476,arrested,arrest.v.01,"['was', 'arrested', 'by']","['be', 'arrest', 'by']","['PST', 'EXS', 'REL']","['O', 'arrest.v.01', 'O']"
1371, p10/d3476,police,police.n.01,"['the', 'police', '.']","['the', 'police', '.']","['DEF', 'CON', 'NIL']","['O', 'police.n.01', 'O']"
1372, p10/d1382,tall,tall.a.01,"['How', 'tall', 'was']","['how', 'tall', 'be']","['QUE', 'IST', 'PST']","['O', 'tall.a.01', 'O']"
1373, p10/d1382,Judy~Garland,female.n.02,"['was', 'Judy~Garland', '?']","['be', 'judy~garland', '?']","['PST', 'PER', 'QUE']","['O', 'female.n.02', 'O']"
1374, p00/d2531,Haruki~Murakami,male.n.02,"['Is', 'Haruki~Murakami', 'popular']","['be', 'haruki~murakami', 'popular']","['NOW', 'PER', 'IST']","['O', 'male.n.02', 'popular.a.01']"
1375, p00/d2531,popular,popular.a.01,"['Haruki~Murakami', 'popular', 'in']","['haruki~murakami', 'popular', 'in']","['PER', 'IST', 'REL']","['male.n.02', 'popular.a.01', 'O']"
1376, p00/d2531,Vietnam,country.n.02,"['in', 'Vietnam', 'as~well']","['in', 'vietnam', 'as~well']","['REL', 'GPE', 'ALT']","['O', 'country.n.02', 'O']"
1377, p00/d3325,always,time.n.01,"['I', 'always', 'get']","['speaker', 'time', 'get~up']","['PRO', 'AND', 'ENS']","['O', 'time.n.01', 'get_up.v.02']"
1378, p00/d3325,get,get_up.v.02,"['always', 'get', 'up']","['time', 'get~up', 'up']","['AND', 'ENS', 'REL']","['time.n.01', 'get_up.v.02', 'O']"
1379, p00/d3325,morning,morning.n.01,"['the', 'morning', '.']","['the', 'morning', '.']","['DEF', 'CON', 'NIL']","['O', 'morning.n.01', 'O']"
1380, p30/d2486,Canadian,country.n.02,"['The', 'Canadian', 'chopped']","['the', 'canada', 'chop~down']","['DEF', 'GPO', 'EPS']","['O', 'country.n.02', 'chop_down.v.01']"
1381, p30/d2486,chopped,chop_down.v.01,"['Canadian', 'chopped', 'down']","['canada', 'chop~down', 'down']","['GPO', 'EPS', 'REL']","['country.n.02', 'chop_down.v.01', 'O']"
1382, p30/d2486,tree,tree.n.01,"['the', 'tree', 'with']","['the', 'tree', 'with']","['DEF', 'CON', 'REL']","['O', 'tree.n.01', 'O']"
1383, p30/d2486,ax,ax.n.01,"['an', 'ax', '.']","['an', 'ax', '.']","['DIS', 'CON', 'NIL']","['O', 'ax.n.01', 'O']"
1384, p20/d2371,He,male.n.02,"['He', ""'s""]","['male', 'be']","['PRO', 'NOW']","['male.n.02', 'O']"
1385, p20/d2371,been,be.v.03,"['never', 'been', 'to']","['time', 'be', 'to']","['NOT', 'EXT', 'REL']","['O', 'be.v.03', 'O']"
1386, p20/d2371,America,country.n.02,"['to', 'America', '.']","['to', 'america', '.']","['REL', 'GPE', 'NIL']","['O', 'country.n.02', 'O']"
1387, p30/d3207,are,be.v.03,"['There', 'are', 'many']","['there', 'be', '+']","['NIL', 'ENS', 'QUV']","['O', 'be.v.03', 'O']"
1388, p30/d3207,earthquakes,earthquake.n.01,"['many', 'earthquakes', 'in']","['+', 'earthquake', 'in']","['QUV', 'CON', 'REL']","['O', 'earthquake.n.01', 'O']"
1389, p30/d3207,Japan,country.n.02,"['in', 'Japan', '.']","['in', 'japan', '.']","['REL', 'GPE', 'NIL']","['O', 'country.n.02', 'O']"
1390, p10/d3022,Lincoln,male.n.02,"['Lincoln', 'welcomed']","['lincoln', 'welcome']","['PER', 'EPS']","['male.n.02', 'O']"
1391, p10/d3022,his,male.n.02,"['welcomed', 'his', 'old']","['welcome', 'male', 'old']","['EPS', 'HAS', 'IST']","['O', 'male.n.02', 'old.a.02']"
1392, p10/d3022,old,old.a.02,"['his', 'old', 'political']","['male', 'old', 'political']","['HAS', 'IST', 'IST']","['male.n.02', 'old.a.02', 'political.a.01']"
1393, p10/d3022,political,political.a.01,"['old', 'political', 'opponent']","['old', 'political', 'opponent']","['IST', 'IST', 'ROL']","['old.a.02', 'political.a.01', 'O']"
1394, p30/d2686,Which,entity.n.01,"['Which', 'browser']","['entity', 'browser']","['QUE', 'CON']","['entity.n.01', 'browser.n.02']"
1395, p30/d2686,browser,browser.n.02,"['Which', 'browser', 'are']","['entity', 'browser', 'be']","['QUE', 'CON', 'NOW']","['entity.n.01', 'browser.n.02', 'O']"
1396, p30/d2686,using,use.v.01,"['you', 'using', '?']","['hearer', 'use', '?']","['PRO', 'EXG', 'QUE']","['O', 'use.v.01', 'O']"
1397, p00/d1757,alarm,alarm.n.04,"['The', 'alarm', 'did']","['the', 'alarm', 'do']","['DEF', 'CON', 'PST']","['O', 'alarm.n.04', 'O']"
1398, p00/d1757,wake,wake.v.05,"[""n't"", 'wake', 'Tom']","['not', 'wake', 'tom']","['NOT', 'EXS', 'PER']","['O', 'wake.v.05', 'male.n.02']"
1399, p00/d1757,Tom,male.n.02,"['wake', 'Tom', '.']","['wake', 'tom', '.']","['EXS', 'PER', 'NIL']","['wake.v.05', 'male.n.02', 'O']"
1400, p00/d2229,Tom,male.n.02,"['Tom', 'drives']","['tom', 'drive', 'drive']","['PER', 'ENS', 'ENS']","['male.n.02', 'drive.v.01', 'drive.v.01']"
1401, p00/d2229,drives,drive.v.01,"['Tom', 'drives', 'a']","['tom', 'drive', 'a', 'drive', 'a']","['PER', 'ENS', 'DIS', 'ENS', 'DIS']","['male.n.02', 'drive.v.01', 'O', 'drive.v.01', 'O']"
1402, p00/d2229,truck,truck.n.01,"['a', 'truck', 'and']","['a', 'truck', 'and', 'a']","['DIS', 'CON', 'AND', 'DIS']","['O', 'truck.n.01', 'O', 'O']"
1403, p00/d2229,his,male.n.02,"['and', 'his', 'wife']","['and', 'male', 'wife']","['AND', 'HAS', 'ROL']","['O', 'male.n.02', 'wife.n.01']"
1404, p00/d2229,wife,wife.n.01,"['his', 'wife', 'drives']","['drive', 'male', 'wife', 'drive']","['ENS', 'HAS', 'ROL', 'ENS']","['drive.v.01', 'male.n.02', 'wife.n.01', 'drive.v.01']"
1405, p00/d2229,drives,drive.v.01,"['wife', 'drives', 'a']","['drive', 'a', 'wife', 'drive', 'a']","['ENS', 'DIS', 'ROL', 'ENS', 'DIS']","['drive.v.01', 'O', 'wife.n.01', 'drive.v.01', 'O']"
1406, p00/d2229,station~wagon,station_wagon.n.01,"['a', 'station~wagon', '.']","['a', 'a', 'station~wagon', '.']","['DIS', 'DIS', 'CON', 'NIL']","['O', 'O', 'station_wagon.n.01', 'O']"
1407, p10/d3322,Tom,male.n.02,"['Tom', 'scored']","['tom', 'score']","['PER', 'EPS']","['male.n.02', 'score.v.01']"
1408, p10/d3322,scored,score.v.01,"['Tom', 'scored', 'three']","['tom', 'score', '3']","['PER', 'EPS', 'QUC']","['male.n.02', 'score.v.01', 'O']"
1409, p10/d3322,goals,goal.n.04,"['three', 'goals', '.']","['3', 'goal', '.']","['QUC', 'CON', 'NIL']","['O', 'goal.n.04', 'O']"
1410, p00/d0913,garden,garden.n.01,"['The', 'garden', 'was']","['the', 'garden', 'be']","['DEF', 'CON', 'PST']","['O', 'garden.n.01', 'O']"
1411, p00/d0913,full,full.a.01,"['was', 'full', 'of']","['be', 'full', 'of']","['PST', 'IST', 'REL']","['O', 'full.a.01', 'O']"
1412, p00/d0913,beautiful,beautiful.a.01,"['of', 'beautiful', 'yellow']","['of', 'beautiful', 'yellow']","['REL', 'IST', 'COL']","['O', 'beautiful.a.01', 'yellow.a.01']"
1413, p00/d0913,yellow,yellow.a.01,"['beautiful', 'yellow', 'flowers']","['beautiful', 'yellow', 'flower']","['IST', 'COL', 'CON']","['beautiful.a.01', 'yellow.a.01', 'flower.n.01']"
1414, p00/d0913,flowers,flower.n.01,"['yellow', 'flowers', '.']","['yellow', 'flower', '.']","['COL', 'CON', 'NIL']","['yellow.a.01', 'flower.n.01', 'O']"
1415, p10/d0899,so,so.r.01,"[""'m"", 'so', 'tired']","['be', 'so', 'tired']","['NOW', 'INT', 'IST']","['O', 'so.r.01', 'tired.a.01']"
1416, p10/d0899,tired,tired.a.01,"['so', 'tired', '!']","['so', 'tired', '!']","['INT', 'IST', 'EMP']","['so.r.01', 'tired.a.01', 'O']"
1417, p10/d2930,apple,apple.n.01,"['That', 'apple', 'is']","['that', 'apple', 'be']","['DST', 'CON', 'NOW']","['O', 'apple.n.01', 'O']"
1418, p10/d2930,bruised,bruise.v.04,"['is', 'bruised', '.']","['be', 'bruise', '.']","['NOW', 'EXS', 'NIL']","['O', 'bruise.v.04', 'O']"
1419, p10/d2444,Bob,male.n.02,"['Bob', ""'s""]","['bob', ""'s""]","['PER', 'HAS']","['male.n.02', 'O']"
1420, p10/d2444,father,father.n.01,"[""'s"", 'father', 'works']","[""'s"", 'father', 'work']","['HAS', 'ROL', 'ENS']","['O', 'father.n.01', 'work.v.02']"
1421, p10/d2444,works,work.v.02,"['father', 'works', 'in']","['father', 'work', 'in']","['ROL', 'ENS', 'REL']","['father.n.01', 'work.v.02', 'O']"
1422, p10/d2444,car~factory,car_factory.n.01,"['a', 'car~factory', '.']","['a', 'car~factory', '.']","['DIS', 'CON', 'NIL']","['O', 'car_factory.n.01', 'O']"
1423, p20/d2465,'m,be.v.03,"['I', ""'m"", 'at']","['speaker', 'be', 'at']","['PRO', 'ENS', 'REL']","['O', 'be.v.03', 'O']"
1424, p20/d2465,restaurant,restaurant.n.01,"['the', 'restaurant', '.']","['the', 'restaurant', '.']","['DEF', 'CON', 'NIL']","['O', 'restaurant.n.01', 'O']"
1425, p00/d2486,She,female.n.02,"['She', 'crawled']","['female', 'crawl']","['PRO', 'EPS']","['female.n.02', 'crawl.v.01']"
1426, p00/d2486,crawled,crawl.v.01,"['She', 'crawled', 'out~of']","['female', 'crawl', 'out~of']","['PRO', 'EPS', 'REL']","['female.n.02', 'crawl.v.01', 'O']"
1427, p00/d2486,bed,bed.n.01,"['out~of', 'bed', '.']","['out~of', 'bed', '.']","['REL', 'CON', 'NIL']","['O', 'bed.n.01', 'O']"
1428, p00/d0819,gave,give.v.03,"['I', 'gave', 'it']","['speaker', 'give', 'entity']","['PRO', 'EPS', 'PRO']","['O', 'give.v.03', 'entity.n.01']"
1429, p00/d0819,it,entity.n.01,"['gave', 'it', 'to']","['give', 'entity', 'to']","['EPS', 'PRO', 'REL']","['give.v.03', 'entity.n.01', 'O']"
1430, p00/d0819,mommy,mommy.n.01,"['my', 'mommy', '.']","['speaker', 'mommy', '.']","['HAS', 'ROL', 'NIL']","['O', 'mommy.n.01', 'O']"
1431, p00/d1537,girl,girl.n.01,"['The', 'girl', 'was']","['the', 'girl', 'be']","['DEF', 'CON', 'PST']","['O', 'girl.n.01', 'O']"
1432, p00/d1537,visibly,visibly.r.01,"['was', 'visibly', 'shaken']","['be', 'visibly', 'shaken']","['PST', 'INT', 'IST']","['O', 'visibly.r.01', 'shaken.a.01']"
1433, p00/d1537,shaken,shaken.a.01,"['visibly', 'shaken', 'after']","['visibly', 'shaken', 'after']","['INT', 'IST', 'REL']","['visibly.r.01', 'shaken.a.01', 'O']"
1434, p00/d1537,accident,accident.n.01,"['the', 'accident', '.']","['the', 'accident', '.']","['DEF', 'CON', 'NIL']","['O', 'accident.n.01', 'O']"
1435, p00/d3064,All,person.n.01,"['All', 'of']","['person', 'of']","['AND', 'REL']","['person.n.01', 'O']"
1436, p00/d3064,surprised,surprised.a.01,"['were', 'surprised', 'at']","['be', 'surprised', 'at']","['PST', 'IST', 'REL']","['O', 'surprised.a.01', 'O']"
1437, p00/d3064,news,news.n.01,"['the', 'news', '.']","['the', 'news', '.']","['DEF', 'CON', 'NIL']","['O', 'news.n.01', 'O']"
1438, p00/d3418,murder,murder.v.01,"[""n't"", 'murder', 'anyone']","['not', 'murder', 'person']","['NOT', 'EXS', 'DIS']","['O', 'murder.v.01', 'person.n.01']"
1439, p00/d3418,anyone,person.n.01,"['murder', 'anyone', '.']","['murder', 'person', '.']","['EXS', 'DIS', 'NIL']","['murder.v.01', 'person.n.01', 'O']"
1440, p00/d1503,cat,cat.n.01,"['the', 'cat', 'all~right']","['the', 'cat', 'all~right']","['DEF', 'CON', 'IST']","['O', 'cat.n.01', 'all_right.a.01']"
1441, p00/d1503,all~right,all_right.a.01,"['cat', 'all~right', '?']","['cat', 'all~right', '?']","['CON', 'IST', 'QUE']","['cat.n.01', 'all_right.a.01', 'O']"
1442, p00/d3178,He,male.n.02,"['He', 'came']","['male', 'come']","['PRO', 'EPS']","['male.n.02', 'come.v.01']"
1443, p00/d3178,came,come.v.01,"['He', 'came', 'back']","['male', 'come', 'back']","['PRO', 'EPS', 'IST']","['male.n.02', 'come.v.01', 'back.r.01']"
1444, p00/d3178,back,back.r.01,"['came', 'back', 'at']","['come', 'back', 'at']","['EPS', 'IST', 'REL']","['come.v.01', 'back.r.01', 'O']"
1445, p30/d2415,police,police.n.01,"['The', 'police', 'arrested']","['the', 'police', 'arrest']","['DEF', 'CON', 'EPS']","['O', 'police.n.01', 'arrest.v.01']"
1446, p30/d2415,arrested,arrest.v.01,"['police', 'arrested', 'the']","['police', 'arrest', 'the']","['CON', 'EPS', 'DEF']","['police.n.01', 'arrest.v.01', 'O']"
1447, p30/d2415,suspect,suspect.n.01,"['the', 'suspect', 'yesterday']","['the', 'suspect', 'day']","['DEF', 'ROL', 'PST']","['O', 'suspect.n.01', 'day.n.03']"
1448, p30/d2415,yesterday,day.n.03,"['suspect', 'yesterday', '.']","['suspect', 'day', '.']","['ROL', 'PST', 'NIL']","['suspect.n.01', 'day.n.03', 'O']"
1449, p30/d0866,attend,attend.v.01,"[""'ll"", 'attend', '.']","['will', 'attend', '.']","['FUT', 'EXS', 'NIL']","['O', 'attend.v.01', 'O']"
1450, p30/d0930,have,have.v.04,"['I', 'have', 'a']","['speaker', 'have', 'a']","['PRO', 'ENS', 'DIS']","['O', 'have.v.04', 'O']"
1451, p30/d0930,truck,truck.n.01,"['a', 'truck', '.']","['a', 'truck', '.']","['DIS', 'CON', 'NIL']","['O', 'truck.n.01', 'O']"
1452, p20/d2343,Sam,male.n.02,"['Sam', 'joined']","['sam', 'join']","['PER', 'EPS']","['male.n.02', 'join.v.01']"
1453, p20/d2343,joined,join.v.01,"['Sam', 'joined', 'the']","['sam', 'join', 'the']","['PER', 'EPS', 'DEF']","['male.n.02', 'join.v.01', 'O']"
1454, p20/d2343,army,army.n.01,"['the', 'army', 'when']","['the', 'army', 'when']","['DEF', 'CON', 'REL']","['O', 'army.n.01', 'O']"
1455, p20/d2343,he,male.n.02,"['when', 'he', 'was']","['when', 'male', 'be']","['REL', 'PRO', 'PST']","['O', 'male.n.02', 'O']"
1456, p10/d1598,Tom,male.n.02,"['Tom', 'puts']","['tom', 'put']","['PER', 'ENS']","['male.n.02', 'put.v.01']"
1457, p10/d1598,puts,put.v.01,"['Tom', 'puts', 'stevia']","['tom', 'put', 'stevia']","['PER', 'ENS', 'CON']","['male.n.02', 'put.v.01', 'stevia.n.01']"
1458, p10/d1598,stevia,stevia.n.01,"['puts', 'stevia', 'in']","['put', 'stevia', 'in']","['ENS', 'CON', 'REL']","['put.v.01', 'stevia.n.01', 'O']"
1459, p10/d1598,his,male.n.02,"['in', 'his', 'coffee']","['in', 'male', 'coffee']","['REL', 'HAS', 'CON']","['O', 'male.n.02', 'coffee.n.01']"
1460, p10/d1598,coffee,coffee.n.01,"['his', 'coffee', 'instead']","['male', 'coffee', 'instead']","['HAS', 'CON', 'NOT']","['male.n.02', 'coffee.n.01', 'O']"
1461, p10/d1598,sugar,sugar.n.01,"['of', 'sugar', '.']","['of', 'sugar', '.']","['REL', 'CON', 'NIL']","['O', 'sugar.n.01', 'O']"
1462, p00/d2078,watch,watch.n.01,"['My', 'watch', 'says']","['speaker', 'watch', 'say']","['HAS', 'CON', 'ENS']","['O', 'watch.n.01', 'say.v.11']"
1463, p00/d2078,says,say.v.11,"['watch', 'says', '2:30']","['watch', 'say', '14:30']","['CON', 'ENS', 'CLO']","['watch.n.01', 'say.v.11', 'O']"
1464, p30/d0761,produces,produce.v.02,"['Texas~Instruments', 'produces', 'mobile~phones']","['texas~instruments', 'produce', 'mobile~phone']","['ORG', 'ENS', 'CON']","['O', 'produce.v.02', 'mobile_phone.n.01']"
1465, p30/d0761,mobile~phones,mobile_phone.n.01,"['produces', 'mobile~phones', '.']","['produce', 'mobile~phone', '.']","['ENS', 'CON', 'NIL']","['produce.v.02', 'mobile_phone.n.01', 'O']"
1466, p20/d1800,Ann,female.n.02,"['Ann', 'swam']","['ann', 'swim']","['PER', 'EPS']","['female.n.02', 'swim.v.01']"
1467, p20/d1800,swam,swim.v.01,"['Ann', 'swam', 'across']","['ann', 'swim', 'across']","['PER', 'EPS', 'REL']","['female.n.02', 'swim.v.01', 'O']"
1468, p20/d1800,river,river.n.01,"['the', 'river', '.']","['the', 'river', '.']","['DEF', 'CON', 'NIL']","['O', 'river.n.01', 'O']"
1469, p10/d3551,Tom,male.n.02,"['Tom', 'mashed']","['tom', 'mash']","['PER', 'EPS']","['male.n.02', 'mash.v.03']"
1470, p10/d3551,mashed,mash.v.03,"['Tom', 'mashed', 'the']","['tom', 'mash', 'the']","['PER', 'EPS', 'DEF']","['male.n.02', 'mash.v.03', 'O']"
1471, p10/d3551,potatoes,potato.n.01,"['the', 'potatoes', 'with']","['the', 'potato', 'with']","['DEF', 'CON', 'REL']","['O', 'potato.n.01', 'O']"
1472, p10/d3551,large,large.a.01,"['a', 'large', 'fork']","['a', 'large', 'fork']","['DIS', 'DEG', 'CON']","['O', 'large.a.01', 'fork.n.01']"
1473, p10/d3551,fork,fork.n.01,"['large', 'fork', '.']","['large', 'fork', '.']","['DEG', 'CON', 'NIL']","['large.a.01', 'fork.n.01', 'O']"
1474, p00/d1699,drive,drive.v.03,"[""'d~better"", 'drive', 'you']","['had~better', 'drive', 'hearer']","['NEC', 'EXS', 'PRO']","['O', 'drive.v.03', 'O']"
1475, p00/d1699,home,home.n.01,"['you', 'home', '.']","['hearer', 'home', '.']","['PRO', 'CON', 'NIL']","['O', 'home.n.01', 'O']"
1476, p00/d0835,His,male.n.02,"['His', 'brother']","['male', 'brother']","['HAS', 'ROL']","['male.n.02', 'brother.n.01']"
1477, p00/d0835,brother,brother.n.01,"['His', 'brother', 'was']","['male', 'brother', 'be']","['HAS', 'ROL', 'PST']","['male.n.02', 'brother.n.01', 'O']"
1478, p00/d0835,nasty,nasty.a.01,"['was', 'nasty', 'to']","['be', 'nasty', 'to']","['PST', 'IST', 'REL']","['O', 'nasty.a.01', 'O']"
1479, p30/d3169,thought,think.v.01,"['I', 'thought', 'Tom']","['speaker', 'think', 'tom']","['PRO', 'EPS', 'PER']","['O', 'think.v.01', 'male.n.02']"
1480, p30/d3169,Tom,male.n.02,"['thought', 'Tom', 'had']","['think', 'tom', 'have']","['EPS', 'PER', 'PST']","['think.v.01', 'male.n.02', 'O']"
1481, p30/d3169,stopped,stop.v.02,"['had', 'stopped', 'dating']","['have', 'stop', 'date']","['PST', 'EXT', 'EXG']","['O', 'stop.v.02', 'date.v.01']"
1482, p30/d3169,dating,date.v.01,"['stopped', 'dating', 'Mary']","['stop', 'date', 'mary']","['EXT', 'EXG', 'PER']","['stop.v.02', 'date.v.01', 'female.n.02']"
1483, p30/d3169,Mary,female.n.02,"['dating', 'Mary', '.']","['date', 'mary', '.']","['EXG', 'PER', 'NIL']","['date.v.01', 'female.n.02', 'O']"
1484, p00/d3084,counting,count.v.08,"['am', 'counting', 'on']","['be', 'count', 'on']","['NOW', 'EXG', 'REL']","['O', 'count.v.08', 'O']"
1485, p00/d3084,help,help.n.01,"['your', 'help', '.']","['hearer', 'help', '.']","['HAS', 'CON', 'NIL']","['O', 'help.n.01', 'O']"
1486, p00/d3204,She,female.n.02,"['She', ""'s""]","['female', 'be']","['PRO', 'NOW']","['female.n.02', 'O']"
1487, p00/d3204,cleaning,clean.v.01,"[""'s"", 'cleaning', 'the']","['be', 'clean', 'the']","['NOW', 'EXG', 'DEF']","['O', 'clean.v.01', 'O']"
1488, p00/d3204,book,book.n.01,"['the', 'book', '.']","['the', 'book', '.']","['DEF', 'CON', 'NIL']","['O', 'book.n.01', 'O']"
1489, p30/d2367,Nobody,person.n.01,"['Nobody', 'called']","['person', 'call']","['NOT', 'EPS']","['person.n.01', 'call.v.03']"
1490, p30/d2367,called,call.v.03,"['Nobody', 'called', '.']","['person', 'call', '.']","['NOT', 'EPS', 'NIL']","['person.n.01', 'call.v.03', 'O']"
1491, p00/d1493,Something,entity.n.01,"['Something', ""'s""]","['entity', 'be']","['DIS', 'NOW']","['entity.n.01', 'O']"
1492, p00/d1493,burning,burn.v.01,"[""'s"", 'burning', '.']","['be', 'burn', '.']","['NOW', 'EXG', 'NIL']","['O', 'burn.v.01', 'O']"
1493, p10/d1383,Who,person.n.01,"['Who', 'founded']","['person', 'found']","['QUE', 'EPS']","['person.n.01', 'found.v.01']"
1494, p10/d1383,founded,found.v.01,"['Who', 'founded', 'Rhode~Island']","['person', 'found', 'rhode~island']","['QUE', 'EPS', 'GPE']","['person.n.01', 'found.v.01', 'state.n.04']"
1495, p10/d1383,Rhode~Island,state.n.04,"['founded', 'Rhode~Island', '?']","['found', 'rhode~island', '?']","['EPS', 'GPE', 'QUE']","['found.v.01', 'state.n.04', 'O']"
1496, p00/d1811,Tom,male.n.02,"['Tom', ""'s""]","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
1497, p00/d1811,eating,eat.v.02,"[""'s"", 'eating', '.']","['be', 'eat', '.']","['NOW', 'EXG', 'NIL']","['O', 'eat.v.02', 'O']"
1498, p00/d2607,Tom,male.n.02,"['Tom', 'got']","['tom', 'get']","['PER', 'PST']","['male.n.02', 'O']"
1499, p00/d2607,sick,sick.a.01,"['got', 'sick', '.']","['get', 'sick', '.']","['PST', 'IST', 'NIL']","['O', 'sick.a.01', 'O']"
1500, p10/d3409,help,help.v.01,"['will', 'help', '.']","['will', 'help', '.']","['FUT', 'EXS', 'NIL']","['O', 'help.v.01', 'O']"
1501, p00/d0778,slow,slow.a.03,"['How', 'slow', 'you']","['how', 'slow', 'hearer']","['EMP', 'IST', 'PRO']","['O', 'slow.a.03', 'O']"
1502, p20/d2657,wounded,wound.v.01,"[""'re"", 'wounded', '.']","['be', 'wound', '.']","['NOW', 'EXS', 'NIL']","['O', 'wound.v.01', 'O']"
1503, p00/d3233,doctor,doctor.n.01,"['The', 'doctor', 'told']","['the', 'doctor', 'tell']","['DEF', 'ROL', 'EPS']","['O', 'doctor.n.01', 'tell.v.02']"
1504, p00/d3233,told,tell.v.02,"['doctor', 'told', 'Tom']","['doctor', 'tell', 'tom']","['ROL', 'EPS', 'PER']","['doctor.n.01', 'tell.v.02', 'male.n.02']"
1505, p00/d3233,Tom,male.n.02,"['told', 'Tom', 'that']","['tell', 'tom', 'that']","['EPS', 'PER', 'SUB']","['tell.v.02', 'male.n.02', 'O']"
1506, p00/d3233,he,male.n.02,"['that', 'he', 'should']","['that', 'male', 'should']","['SUB', 'PRO', 'NEC']","['O', 'male.n.02', 'O']"
1507, p00/d3233,eat,eat.v.01,"['should', 'eat', 'a']","['should', 'eat', 'a']","['NEC', 'EXS', 'DIS']","['O', 'eat.v.01', 'O']"
1508, p00/d3233,vegetables,vegetable.n.01,"['of', 'vegetables', '.']","['of', 'vegetable', '.']","['REL', 'CON', 'NIL']","['O', 'vegetable.n.01', 'O']"
1509, p00/d3114,want,want.v.01,"['I', 'want', 'it']","['speaker', 'want', 'entity']","['PRO', 'ENS', 'PRO']","['O', 'want.v.01', 'entity.n.01']"
1510, p00/d3114,it,entity.n.01,"['want', 'it', 'now']","['want', 'entity', 'now']","['ENS', 'PRO', 'NOW']","['want.v.01', 'entity.n.01', 'O']"
1511, p10/d2465,Where,location.n.01,"['Where', 'does']","['location', 'do']","['QUE', 'NOW']","['location.n.01', 'O']"
1512, p10/d2465,grandfather,grandfather.n.01,"['your', 'grandfather', 'live']","['hearer', 'grandfather', 'live']","['HAS', 'ROL', 'EXS']","['O', 'grandfather.n.01', 'live.v.01']"
1513, p10/d2465,live,live.v.01,"['grandfather', 'live', '?']","['grandfather', 'live', '?']","['ROL', 'EXS', 'QUE']","['grandfather.n.01', 'live.v.01', 'O']"
1514, p00/d3360,Tom,male.n.02,"['Tom', 'handed']","['tom', 'hand']","['PER', 'EPS']","['male.n.02', 'hand.v.01']"
