,sentence,word,sym,sem,sns
26104, p99/d3442,.,.,NIL,O
26105, p05/d0846,I,speaker,PRO,O
26106, p05/d0846,do,do,NOW,O
26107, p05/d0846,n't,not,NOT,O
26108, p05/d0846,know,know,EXS,know.v.04
26109, p05/d0846,her,female,PRO,female.n.02
26110, p05/d0846,at~all,at~all,EMP,O
26111, p05/d0846,.,.,NIL,O
26112, p64/d2777,There,there,NIL,O
26113, p64/d2777,was,be,EPS,be.v.03
26114, p64/d2777,an,an,DIS,O
26115, p64/d2777,old,old,DEG,old.a.02
26116, p64/d2777,castle,castle,CON,castle.n.02
26117, p64/d2777,to,to,REL,O
26118, p64/d2777,the,the,DEF,O
26119, p64/d2777,east,east,CON,east.n.05
26120, p64/d2777,of,of,REL,O
26121, p64/d2777,the,the,DEF,O
26122, p64/d2777,town,town,CON,town.n.01
26123, p64/d2777,.,.,NIL,O
26124, p09/d3558,Maybe,maybe,POS,O
26125, p09/d3558,you,hearer,PRO,O
26126, p09/d3558,licked,lick,EPS,lick.v.02
26127, p09/d3558,it,entity,PRO,entity.n.01
26128, p09/d3558,?,?,QUE,O
26129, p79/d1525,Tom,tom,PER,male.n.02
26130, p79/d1525,works,work,ENS,work.v.02
26131, p79/d1525,for,for,REL,O
26132, p79/d1525,an,an,DIS,O
26133, p79/d1525,NGO,ngo,CON,ngo.n.01
26134, p79/d1525,in,in,REL,O
26135, p79/d1525,Africa,africa,GPE,continent.n.01
26136, p79/d1525,.,.,NIL,O
26137, p77/d2090,That,that,DST,O
26138, p77/d2090,guy,guy,CON,guy.n.01
26139, p77/d2090,stole,steal,EPS,steal.v.01
26140, p77/d2090,my,speaker,HAS,O
26141, p77/d2090,wallet,wallet,CON,wallet.n.01
26142, p77/d2090,!,!,EMP,O
26143, p77/d2090,Stop,stop,EXS,stop.v.05
26144, p77/d2090,him,male,PRO,male.n.02
26145, p77/d2090,!,!,EMP,O
26146, p14/d1394,Which,entity,QUE,entity.n.01
26147, p14/d1394,countries,country,CON,country.n.02
26148, p14/d1394,were,be,PST,O
26149, p14/d1394,visited,visit,EXS,visit.v.04
26150, p14/d1394,by,by,REL,O
26151, p14/d1394,first~lady,first~lady,ROL,first_lady.n.02
26152, p14/d1394,Hillary~Clinton,hillary~clinton,PER,female.n.02
26153, p14/d1394,?,?,QUE,O
26154, p34/d2670,A,a,DIS,O
26155, p34/d2670,rush-hour,rush~hour,CON,rush_hour.n.01
26156, p34/d2670,traffic~jam,traffic~jam,CON,traffic_jam.n.01
26157, p34/d2670,delayed,delay,EPS,O
26158, p34/d2670,my,speaker,HAS,O
26159, p34/d2670,arrival,arrival,CON,arrival.n.02
26160, p34/d2670,by,by,REL,O
26161, p34/d2670,two,2,QUC,O
26162, p34/d2670,hours,hour,UOM,hour.n.01
26163, p34/d2670,.,.,NIL,O
26164, p82/d0042,The,the,DEF,O
26165, p82/d0042,girl,girl,CON,girl.n.01
26166, p82/d0042,is,be,NOW,O
26167, p82/d0042,lounging,lounge,EXG,lounge.v.01
26168, p03/d2053,Japan,japan,GPE,state.n.04
26169, p03/d2053,has,have,NOW,O
26170, p03/d2053,been,be,PFT,O
26171, p03/d2053,sending,send,EXG,send.v.01
26172, p03/d2053,athletes,athlete,ROL,athlete.n.01
26173, p03/d2053,to,to,REL,O
26174, p03/d2053,the,the,DEF,O
26175, p03/d2053,Olympics,olympics,CON,olympics.n.01
26176, p03/d2053,since,since,REL,O
26177, p03/d2053,1912,1912,YOC,O
26178, p03/d2053,.,.,NIL,O
26179, p99/d0880,I,speaker,PRO,O
26180, p99/d0880,respect,respect,ENS,respect.v.02
26181, p99/d0880,the,the,DEF,O
26182, p99/d0880,elderly,elderly,ROL,elderly.n.01
26183, p99/d0880,.,.,NIL,O
26184, p19/d3334,I,speaker,PRO,O
26185, p19/d3334,'m,be,NOW,O
26186, p19/d3334,learning,learn,EXG,learn.v.01
26187, p19/d3334,Korean,korean,CON,korean.n.02
26188, p19/d3334,.,.,NIL,O
26189, p14/d3340,Tom,tom,PER,male.n.02
26190, p14/d3340,visited,visit,EPS,visit.v.07
26191, p14/d3340,Mary,mary,PER,female.n.02
26192, p14/d3340,on,on,REL,O
26193, p14/d3340,October,october,MOY,O
26194, p14/d3340,20th,20,DOM,O
26195, p14/d3340,.,.,NIL,O
26196, p87/d2062,We,speaker,PRO,O
26197, p87/d2062,'re,be,NOW,O
26198, p87/d2062,planting,plant,EXG,plant.v.01
26199, p87/d2062,seeds,seed,CON,seed.n.01
26200, p87/d2062,.,.,NIL,O
26201, p78/d2872,He,male,PRO,male.n.02
26202, p78/d2872,is,be,NOW,O
26203, p78/d2872,not,not,NOT,O
26204, p78/d2872,ashamed,ashamed,IST,ashamed.a.01
26205, p78/d2872,of,of,REL,O
26206, p78/d2872,his,male,HAS,male.n.02
26207, p78/d2872,misconduct,misconduct,CON,misconduct.n.01
26208, p78/d2872,.,.,NIL,O
26209, p55/d2222,The,the,DEF,O
26210, p55/d2222,bottle,bottle,CON,bottle.n.01
26211, p55/d2222,smashed,smash,EPS,smash.v.10
26212, p55/d2222,to,to,REL,O
26213, p55/d2222,pieces,piece,CON,piece.n.01
26214, p55/d2222,.,.,NIL,O
26215, p67/d1533,Can,can,POS,O
26216, p67/d1533,you,hearer,PRO,O
26217, p67/d1533,turn,turn~on,EXS,turn_on.v.01
26218, p67/d1533,on,on,REL,O
26219, p67/d1533,the,the,DEF,O
26220, p67/d1533,air~conditioning,air~conditioning,CON,air_conditioning.n.01
26221, p67/d1533,?,?,QUE,O
26222, p89/d0892,It,entity,PRO,entity.n.01
26223, p89/d0892,'s,be,ENS,be.v.01
26224, p89/d0892,not,not,NOT,O
26225, p89/d0892,blood,blood,CON,blood.n.01
26226, p89/d0892,.,.,NIL,O
26227, p89/d0892,It,entity,PRO,entity.n.01
26228, p89/d0892,'s,be,ENS,be.v.01
26229, p89/d0892,beet,beet,CON,beet.n.02
26230, p89/d0892,.,.,NIL,O
26231, p46/d0932,John,john,PER,male.n.02
26232, p46/d0932,took,take,EPS,take.v.04
26233, p46/d0932,a,a,DIS,O
26234, p46/d0932,key,key,CON,key.n.01
26235, p46/d0932,from,from,REL,O
26236, p46/d0932,his,male,HAS,male.n.02
26237, p46/d0932,pocket,pocket,CON,pocket.n.01
26238, p46/d0932,.,.,NIL,O
26239, p06/d1480,I,speaker,PRO,O
26240, p06/d1480,ate,eat,EPS,eat.v.01
26241, p06/d1480,every,every,AND,O
26242, p06/d1480,thing,entity,CON,entity.n.01
26243, p06/d1480,on,on,REL,O
26244, p06/d1480,the,the,DEF,O
26245, p06/d1480,plate,plate,CON,plate.n.04
26246, p06/d1480,.,.,NIL,O
26247, p27/d0835,His,male,HAS,male.n.02
26248, p27/d0835,office,office,CON,office.n.01
26249, p27/d0835,is,be,NOW,O
26250, p27/d0835,located,located,IST,located.a.01
26251, p27/d0835,in,in,REL,O
26252, p27/d0835,the,the,DEF,O
26253, p27/d0835,center,center,CON,center.n.01
26254, p27/d0835,of,of,REL,O
26255, p27/d0835,the,the,DEF,O
26256, p27/d0835,town,town,CON,town.n.01
26257, p27/d0835,.,.,NIL,O
26258, p53/d2488,Maria,maria,PER,female.n.02
26259, p53/d2488,salted,salt,EPS,salt.v.01
26260, p53/d2488,the,the,DEF,O
26261, p53/d2488,meat,meat,CON,meat.n.01
26262, p53/d2488,.,.,NIL,O
26263, p17/d2624,Mrs.,mrs,ROL,mrs.n.01
26264, p17/d2624,Green,green,PER,female.n.02
26265, p17/d2624,taught,teach,EPS,teach.v.01
26266, p17/d2624,me,speaker,PRO,O
26267, p17/d2624,English,english,CON,english.n.01
26268, p17/d2624,.,.,NIL,O
26269, p38/d3141,Tom,tom,PER,male.n.02
26270, p38/d3141,put,put~aside,EPS,put_aside.v.02
26271, p38/d3141,aside,aside,REL,O
26272, p38/d3141,a,a,DIS,O
26273, p38/d3141,lot,+,QUV,O
26274, p38/d3141,of,of,REL,O
26275, p38/d3141,money,money,CON,money.n.01
26276, p38/d3141,.,.,NIL,O
26277, p65/d1440,The,the,DEF,O
26278, p65/d1440,dog,dog,CON,dog.n.01
26279, p65/d1440,is,be,NOW,O
26280, p65/d1440,chewing,chew,EXG,chew.v.01
26281, p65/d1440,a,a,DIS,O
26282, p65/d1440,bone,bone,CON,bone.n.01
26283, p65/d1440,.,.,NIL,O
26284, p17/d3464,The,the,DEF,O
26285, p17/d3464,bird,bird,CON,bird.n.01
26286, p17/d3464,sang,sing,EPS,sing.v.03
26287, p17/d3464,in,in,REL,O
26288, p17/d3464,the,the,DEF,O
26289, p17/d3464,tree,tree,CON,tree.n.01
26290, p17/d3464,.,.,NIL,O
26291, p17/d2462,Simone~Signoret,simone~signoret,PER,female.n.02
26292, p17/d2462,was,be,EPS,be.v.08
26293, p17/d2462,a,a,DIS,O
26294, p17/d2462,French,france,GPO,country.n.02
26295, p17/d2462,actress,actress,ROL,actress.n.01
26296, p17/d2462,.,.,NIL,O
26297, p26/d2077,I,speaker,PRO,O
26298, p26/d2077,want,want,ENS,want.v.01
26299, p26/d2077,to,to,NIL,O
26300, p26/d2077,go,go,EXS,go.v.01
26301, p26/d2077,to,to,REL,O
26302, p26/d2077,America,america,GPE,country.n.02
26303, p26/d2077,someday,someday,FUT,O
26304, p26/d2077,.,.,NIL,O
26305, p83/d3055,Danger,danger,LIT,O
26306, p83/d3055,is,be,ENS,O
26307, p83/d3055,my,speaker,HAS,O
26308, p83/d3055,middle~name,middle~name,CON,middle_name.n.01
26309, p83/d3055,.,.,NIL,O
26310, p54/d2078,I,speaker,PRO,O
26311, p54/d2078,'m,be,NOW,O
26312, p54/d2078,by~no~means,by~no~means,NOT,O
26313, p54/d2078,angry,angry,IST,angry.a.01
26314, p54/d2078,with,with,REL,O
26315, p54/d2078,you,hearer,PRO,O
26316, p54/d2078,.,.,NIL,O
26317, p39/d3087,Tom,tom,PER,male.n.02
26318, p39/d3087,hates,hate,ENS,hate.v.01
26319, p39/d3087,you,hearer,PRO,O
26320, p39/d3087,.,.,NIL,O
26321, p57/d0816,I,speaker,PRO,O
26322, p57/d0816,competed,compete,EPS,compete.v.01
26323, p57/d0816,with,with,REL,O
26324, p57/d0816,him,male,PRO,male.n.02
26325, p57/d0816,for,for,REL,O
26326, p57/d0816,the,the,DEF,O
26327, p57/d0816,first,1,ORD,O
26328, p57/d0816,prize,prize,CON,prize.n.01
26329, p57/d0816,.,.,NIL,O
26330, p13/d2548,I,speaker,PRO,O
26331, p13/d2548,owe,owe,ENS,owe.v.03
26332, p13/d2548,her,female,PRO,female.n.02
26333, p13/d2548,"100,000",100000,QUC,O
26334, p13/d2548,yen,yen,UOM,yen.n.02
26335, p13/d2548,.,.,NIL,O
26336, p14/d1544,Tom,tom,PER,male.n.02
26337, p14/d1544,and,and,GRP,O
26338, p14/d1544,Mary,mary,PER,female.n.02
26339, p14/d1544,played,play,EPS,play.v.01
26340, p14/d1544,draughts,draughts,CON,draughts.n.01
26341, p14/d1544,.,.,NIL,O
26342, p19/d1781,The,the,DEF,O
26343, p19/d1781,old,old,DEG,old.a.01
26344, p19/d1781,lady,lady,CON,lady.n.02
26345, p19/d1781,smiled,smile,EPS,smile.v.02
26346, p19/d1781,at,at,REL,O
26347, p19/d1781,her,female,HAS,female.n.02
26348, p19/d1781,granddaughter,granddaughter,ROL,granddaughter.n.01
26349, p19/d1781,.,.,NIL,O
26350, p12/d1922,Mary,mary,PER,female.n.02
26351, p12/d1922,bought,buy,EPS,buy.v.01
26352, p12/d1922,herself,female,REF,female.n.02
26353, p12/d1922,a,a,DIS,O
26354, p12/d1922,microscope,microscope,CON,microscope.n.01
26355, p12/d1922,.,.,NIL,O
26356, p96/d0858,She,female,PRO,female.n.02
26357, p96/d0858,slapped,slap,EPS,slap.v.01
26358, p96/d0858,his,male,HAS,male.n.02
26359, p96/d0858,face,face,CON,face.n.01
26360, p96/d0858,.,.,NIL,O
26361, p06/d0841,He,male,PRO,male.n.02
26362, p06/d0841,cut,cut,EPS,cut.v.01
26363, p06/d0841,the,the,DEF,O
26364, p06/d0841,rope,rope,CON,rope.n.01
26365, p06/d0841,with,with,REL,O
26366, p06/d0841,his,male,HAS,male.n.02
26367, p06/d0841,teeth,tooth,CON,tooth.n.01
26368, p06/d0841,.,.,NIL,O
26369, p67/d2367,She,female,PRO,female.n.02
26370, p67/d2367,hired,hire,EPS,hire.v.01
26371, p67/d2367,him,male,PRO,male.n.02
26372, p67/d2367,as,as,REL,O
26373, p67/d2367,a,a,DIS,O
26374, p67/d2367,programmer,programmer,CON,programmer.n.01
26375, p67/d2367,.,.,NIL,O
26376, p05/d2900,The,the,DEF,O
26377, p05/d2900,plane,plane,CON,plane.n.01
26378, p05/d2900,is,be,NOW,O
26379, p05/d2900,now,now,NOW,O
26380, p05/d2900,operational,operational,IST,operational.a.02
26381, p05/d2900,.,.,NIL,O
26382, p55/d1965,He,male,PRO,male.n.02
26383, p55/d1965,'s,be,NOW,O
26384, p55/d1965,fed~up,fed~up,IST,fed_up.a.01
26385, p55/d1965,with,with,REL,O
26386, p55/d1965,socializing,socialize,EXG,socialize.v.01
26387, p55/d1965,.,.,NIL,O
26388, p13/d1880,He,male,PRO,male.n.02
26389, p13/d1880,'s,be,NOW,O
26390, p13/d1880,plastered,plastered,IST,plastered.a.03
26391, p13/d1880,.,.,NIL,O
26392, p73/d1579,He,male,PRO,male.n.02
26393, p73/d1579,'s,be,ENS,be.v.01
26394, p73/d1579,a,a,DIS,O
26395, p73/d1579,slob,slob,ROL,slob.n.01
26396, p73/d1579,.,.,NIL,O
26397, p54/d1809,Tom,tom,PER,male.n.02
26398, p54/d1809,tossed,toss,EPS,toss.v.03
26399, p54/d1809,another,another,ALT,O
26400, p54/d1809,log,log,CON,log.n.01
26401, p54/d1809,on,on,REL,O
26402, p54/d1809,the,the,DEF,O
26403, p54/d1809,fire,fire,CON,fire.n.04
26404, p54/d1809,.,.,NIL,O
26405, p09/d3061,Tom,tom,PER,male.n.02
26406, p09/d3061,is,be,NOW,O
26407, p09/d3061,mopping,mop,EXG,mop.v.01
26408, p09/d3061,the,the,DEF,O
26409, p09/d3061,floor,floor,CON,floor.n.01
26410, p09/d3061,.,.,NIL,O
26411, p29/d2719,Mahjong,mahjong,CON,mahjong.n.01
26412, p29/d2719,is,be,ENS,be.v.01
26413, p29/d2719,a,a,DIS,O
26414, p29/d2719,game,game,CON,game.n.01
26415, p29/d2719,four,4,QUC,O
26416, p29/d2719,people,person,CON,person.n.01
26417, p29/d2719,play,play,EXS,play.v.01
26418, p29/d2719,.,.,NIL,O
26419, p44/d2100,Tom,tom,PER,male.n.02
26420, p44/d2100,renewed,renew,EPS,renew.v.01
26421, p44/d2100,his,male,HAS,male.n.02
26422, p44/d2100,driver's~license,driver's~license,CON,driver's_license.n.01
26423, p44/d2100,three,3,QUC,O
26424, p44/d2100,weeks,week,UOM,week.n.01
26425, p44/d2100,ago,ago,PST,O
26426, p44/d2100,.,.,NIL,O
26427, p02/d2943,I,speaker,PRO,O
26428, p02/d2943,hate,hate,ENS,hate.v.01
26429, p02/d2943,her,female,HAS,female.n.02
26430, p02/d2943,hat,hat,CON,hat.n.01
26431, p02/d2943,.,.,NIL,O
26432, p76/d2001,A,a,DIS,O
26433, p76/d2001,dog,dog,CON,dog.n.01
26434, p76/d2001,chased,chase,EPS,chase.v.01
26435, p76/d2001,a,a,DIS,O
26436, p76/d2001,cat,cat,CON,cat.n.01
26437, p76/d2001,.,.,NIL,O
26438, p68/d1768,It,entity,PRO,entity.n.01
26439, p68/d1768,'s,be,ENS,be.v.01
26440, p68/d1768,disrespect,disrespect,CON,disrespect.n.01
26441, p68/d1768,.,.,NIL,O
26442, p04/d3052,"""","""",NIL,O
26443, p04/d3052,Whose,person,HAS,person.n.01
26444, p04/d3052,notebooks,notebook,CON,notebook.n.01
26445, p04/d3052,are,be,ENS,be.v.02
26446, p04/d3052,these,entity,PRX,entity.n.01
26447, p04/d3052,?,?,QUE,O
26448, p04/d3052,"""","""",NIL,O
26449, p04/d3052,"""","""",NIL,O
26450, p04/d3052,They,entity,PRO,entity.n.01
26451, p04/d3052,are,be,ENS,be.v.02
26452, p04/d3052,Karim,karim,PER,male.n.02
26453, p04/d3052,'s,notebook,HAS,notebook.n.01
26454, p04/d3052,.,.,NIL,O
26455, p04/d3052,"""","""",NIL,O
26456, p29/d1811,I,speaker,PRO,O
26457, p29/d1811,forgot,forget,EPS,forget.v.02
26458, p29/d1811,my,speaker,HAS,O
26459, p29/d1811,email,email,CON,email.n.01
26460, p29/d1811,address,address,CON,address.n.02
26461, p29/d1811,.,.,NIL,O
26462, p19/d3233,She,female,PRO,female.n.02
26463, p19/d3233,was,be,PST,O
26464, p19/d3233,unimpressed,unimpressed,IST,unimpressed.a.01
26465, p19/d3233,.,.,NIL,O
26466, p44/d2496,I,speaker,PRO,O
26467, p44/d2496,crossed,cross,EPS,cross.v.01
26468, p44/d2496,the,the,DEF,O
26469, p44/d2496,river,river,CON,river.n.01
26470, p44/d2496,by,by,REL,O
26471, p44/d2496,boat,boat,CON,boat.n.01
26472, p44/d2496,.,.,NIL,O
26473, p86/d2382,We,speaker,PRO,O
26474, p86/d2382,shook,shake,EPS,shake.v.01
26475, p86/d2382,nuts,nut,CON,nut.n.01
26476, p86/d2382,from,from,REL,O
26477, p86/d2382,the,the,DEF,O
26478, p86/d2382,tree,tree,CON,tree.n.01
26479, p86/d2382,.,.,NIL,O
26480, p14/d1487,Playing,play,EXG,play.v.01
26481, p14/d1487,tennis,tennis,CON,tennis.n.01
26482, p14/d1487,is,be,NOW,O
26483, p14/d1487,good,good,IST,good.a.05
26484, p14/d1487,for,for,REL,O
26485, p14/d1487,your,hearer,HAS,O
26486, p14/d1487,health,health,CON,health.n.01
26487, p14/d1487,.,.,NIL,O
26488, p29/d1758,A,a,AND,O
26489, p29/d1758,tanker,tanker,CON,tanker.n.01
26490, p29/d1758,is,be,EXS,be.v.01
26491, p29/d1758,a,a,DIS,O
26492, p29/d1758,ship,ship,CON,ship.n.01
26493, p29/d1758,carrying,carry,EXG,carry.v.01
26494, p29/d1758,oil,oil,CON,oil.n.03
26495, p29/d1758,.,.,NIL,O
26496, p59/d3477,Tom,tom,PER,male.n.02
26497, p59/d3477,picked,pick,EPS,pick.v.02
26498, p59/d3477,some,some,DIS,O
26499, p59/d3477,berries,berry,CON,berry.n.01
26500, p59/d3477,and,and,COO,O
26501, p59/d3477,ate,eat,EPS,eat.v.01
26502, p59/d3477,them,entity,PRO,entity.n.01
26503, p59/d3477,.,.,NIL,O
26504, p85/d3351,The,the,DEF,O
26505, p85/d3351,explosion,explosion,CON,explosion.n.01
26506, p85/d3351,shook,shake,EPS,shake.v.01
26507, p85/d3351,the,the,DEF,O
26508, p85/d3351,ground,ground,CON,ground.n.01
26509, p85/d3351,.,.,NIL,O
26510, p79/d1593,The,the,DEF,O
26511, p79/d1593,moon,moon,CON,moon.n.01
26512, p79/d1593,is,be,NOW,O
26513, p79/d1593,bright,bright,IST,bright.a.01
26514, p79/d1593,.,.,NIL,O
26515, p49/d1895,I,speaker,PRO,O
26516, p49/d1895,drink,drink,ENS,drink.v.01
26517, p49/d1895,two,2,QUC,O
26518, p49/d1895,cups,cup,CON,cup.n.02
26519, p49/d1895,of,of,AND,O
26520, p49/d1895,coffee,coffee,CON,coffee.n.01
26521, p49/d1895,.,.,NIL,O
26522, p92/d2924,Tom,tom,PER,male.n.02
26523, p92/d2924,arrived,arrive,EPS,arrive.v.01
26524, p92/d2924,at,at,REL,O
26525, p92/d2924,the,the,DEF,O
26526, p92/d2924,train~station,train~station,CON,train_station.n.01
26527, p92/d2924,at,at,REL,O
26528, p92/d2924,3~o'clock,15:00,CLO,O
26529, p92/d2924,.,.,NIL,O
26530, p75/d1268,No-one,person,NOT,O
26531, p75/d1268,was,be,PST,O
26532, p75/d1268,injured,injure,EXS,injure.v.01
26533, p75/d1268,.,.,NIL,O
26534, p16/d1843,I,speaker,PRO,O
26535, p16/d1843,had,have,EPS,have.v.06
26536, p16/d1843,beef~stew,beef~stew,CON,beef_stew.n.01
26537, p16/d1843,for,for,REL,O
26538, p16/d1843,lunch,lunch,CON,lunch.n.01
26539, p16/d1843,.,.,NIL,O
26540, p22/d0791,Let,let,FUT,O
26541, p22/d0791,'s,speaker,PRO,O
26542, p22/d0791,discuss,discuss,EXS,discuss.v.02
26543, p22/d0791,the,the,DEF,O
26544, p22/d0791,problem,problem,CON,problem.n.01
26545, p22/d0791,with,with,REL,O
26546, p22/d0791,them,person,PRO,person.n.01
26547, p22/d0791,.,.,NIL,O
26548, p24/d1509,Tom,tom,PER,male.n.02
26549, p24/d1509,must,must,NEC,O
26550, p24/d1509,be,be,NOW,O
26551, p24/d1509,at~least,at~least,BOT,O
26552, p24/d1509,thirty,30,QUC,O
26553, p24/d1509,years,year,UOM,year.n.01
26554, p24/d1509,old,old,DEG,old.a.01
26555, p24/d1509,.,.,NIL,O
26556, p67/d0930,The,the,DEF,O
26557, p67/d0930,cats,cat,CON,cat.n.01
26558, p67/d0930,are,be,NOW,O
26559, p67/d0930,afraid,afraid,IST,afraid.a.01
26560, p67/d0930,of,of,REL,O
26561, p67/d0930,water,water,CON,water.n.01
26562, p67/d0930,.,.,NIL,O
26563, p35/d1933,This,entity,PRX,entity.n.01
26564, p35/d1933,is,be,ENS,be.v.01
26565, p35/d1933,an,an,DIS,O
26566, p35/d1933,exceptional,exceptional,IST,exceptional.a.01
26567, p35/d1933,rosé~wine,rose~wine,CON,rose_wine.n.01
26568, p35/d1933,.,.,NIL,O
26569, p44/d2988,I,speaker,PRO,O
26570, p44/d2988,clean,clean,ENS,clean.v.04
26571, p44/d2988,my,speaker,HAS,O
26572, p44/d2988,teeth,tooth,CON,tooth.n.01
26573, p44/d2988,with,with,REL,O
26574, p44/d2988,a,a,DIS,O
26575, p44/d2988,toothbrush,toothbrush,CON,toothbrush.n.01
26576, p44/d2988,.,.,NIL,O
26577, p03/d2382,I,speaker,PRO,O
26578, p03/d2382,love,love,ENS,love.v.01
26579, p03/d2382,the,the,DEF,O
26580, p03/d2382,ocean,ocean,CON,ocean.n.01
26581, p03/d2382,.,.,NIL,O
26582, p94/d3206,I,speaker,PRO,O
26583, p94/d3206,apologize,apologize,ENS,apologize.v.01
26584, p94/d3206,.,.,NIL,O
26585, p94/d3206,It,entity,PRO,entity.n.01
26586, p94/d3206,was,be,EPS,be.v.02
26587, p94/d3206,my,speaker,HAS,O
26588, p94/d3206,mistake,mistake,CON,mistake.n.01
26589, p94/d3206,.,.,NIL,O
26590, p38/d2899,Tom,tom,PER,male.n.02
26591, p38/d2899,'s,be,NOW,O
26592, p38/d2899,tipsy,tipsy,IST,tipsy.a.01
26593, p38/d2899,.,.,NIL,O
26594, p66/d2119,I,speaker,PRO,O
26595, p66/d2119,trusted,trust,EPS,trust.v.01
26596, p66/d2119,him,male,PRO,male.n.02
26597, p66/d2119,and,and,COO,O
26598, p66/d2119,I,speaker,PRO,O
26599, p66/d2119,believed,believe,EPS,believe.v.05
26600, p66/d2119,him,male,PRO,male.n.02
26601, p66/d2119,.,.,NIL,O
26602, p22/d1526,Her,female,HAS,female.n.02
26603, p22/d1526,father,father,ROL,father.n.01
26604, p22/d1526,entered,enter,EPS,enter.v.01
26605, p22/d1526,the,the,DEF,O
26606, p22/d1526,room,room,CON,room.n.01
26607, p22/d1526,.,.,NIL,O
26608, p34/d2134,Pedro,pedro,PER,male.n.02
26609, p34/d2134,has,have,ENS,have.v.01
26610, p34/d2134,no,no,NOT,O
26611, p34/d2134,sisters,sister,ROL,sister.n.01
26612, p34/d2134,.,.,NIL,O
26613, p52/d3239,The,the,DEF,O
26614, p52/d3239,map,map,CON,map.n.01
26615, p52/d3239,is,be,ENS,be.v.03
26616, p52/d3239,on,on,REL,O
26617, p52/d3239,the,the,DEF,O
26618, p52/d3239,wall,wall,CON,wall.n.01
26619, p52/d3239,.,.,NIL,O
26620, p64/d1396,Where,location,QUE,location.n.01
26621, p64/d1396,is,be,ENS,be.v.03
26622, p64/d1396,Mount~Olympus,mount~olympus,GEO,mountain.n.01
26623, p64/d1396,?,?,QUE,O
26624, p05/d3455,The,the,DEF,O
26625, p05/d3455,dog,dog,CON,dog.n.01
26626, p05/d3455,is,be,NOW,O
26627, p05/d3455,beautiful,beautiful,IST,beautiful.a.01
26628, p05/d3455,.,.,NIL,O
26629, p95/d2686,Tom,tom,PER,male.n.02
26630, p95/d2686,is,be,NOW,O
26631, p95/d2686,a,a,DIS,O
26632, p95/d2686,bit,-,QUV,O
26633, p95/d2686,conceited,conceited,IST,conceited.a.01
26634, p95/d2686,.,.,NIL,O
26635, p12/d3517,I,speaker,PRO,O
26636, p12/d3517,owed,owe,EPS,owe.v.03
26637, p12/d3517,him,male,PRO,male.n.02
26638, p12/d3517,a,a,DIS,O
26639, p12/d3517,thousand,1000,QUC,O
26640, p12/d3517,dollars,dollar,UOM,dollar.n.01
26641, p12/d3517,.,.,NIL,O
26642, p96/d2975,This,this,PRX,O
26643, p96/d2975,film,film,CON,film.n.01
26644, p96/d2975,is,be,NOW,O
26645, p96/d2975,based,base,EXS,base.v.01
26646, p96/d2975,on,on,REL,O
26647, p96/d2975,a,a,DIS,O
26648, p96/d2975,novel,novel,CON,novel.n.01
26649, p96/d2975,.,.,NIL,O
26650, p02/d1703,We,speaker,PRO,O
26651, p02/d1703,ran,run~out,EPS,run_out.v.01
26652, p02/d1703,out,out,REL,O
26653, p02/d1703,of,of,REL,O
26654, p02/d1703,gas,gas,CON,gas.n.03
26655, p02/d1703,in,in,REL,O
26656, p02/d1703,the,the,DEF,O
26657, p02/d1703,middle,middle,CON,middle.n.01
26658, p02/d1703,of,of,REL,O
26659, p02/d1703,the,the,DEF,O
26660, p02/d1703,desert,desert,CON,desert.n.01
26661, p02/d1703,.,.,NIL,O
26662, p17/d2559,Auckland,auckland,GPE,city.n.01
26663, p17/d2559,is,be,ENS,be.v.01
26664, p17/d2559,a,a,DIS,O
26665, p17/d2559,city,city,CON,city.n.01
26666, p17/d2559,in,in,REL,O
26667, p17/d2559,New~Zealand,new~zealand,GPE,country.n.02
26668, p17/d2559,.,.,NIL,O
26669, p07/d2761,There,there,NIL,O
26670, p07/d2761,are,be,ENS,be.v.03
26671, p07/d2761,a,a,DIS,O
26672, p07/d2761,lot,+,QUV,O
26673, p07/d2761,of,of,REL,O
26674, p07/d2761,factories,factory,CON,factory.n.01
26675, p07/d2761,in,in,REL,O
26676, p07/d2761,Kawasaki,kawasaki,GPE,city.n.01
26677, p07/d2761,.,.,NIL,O
26678, p43/d0875,I,speaker,PRO,O
26679, p43/d0875,like,like,ENS,like.v.03
26680, p43/d0875,Tom,tom,PER,male.n.02
26681, p43/d0875,because,because,SUB,O
26682, p43/d0875,he,male,PRO,male.n.02
26683, p43/d0875,'s,be,NOW,O
26684, p43/d0875,honest,honest,IST,honest.a.01
26685, p43/d0875,.,.,NIL,O
26686, p89/d3311,None,entity,NOT,entity.n.01
26687, p89/d3311,of,of,REL,O
26688, p89/d3311,the,the,DEF,O
26689, p89/d3311,cars,car,CON,car.n.01
26690, p89/d3311,is,be,ENS,be.v.02
26691, p89/d3311,mine,speaker,HAS,O
26692, p89/d3311,.,.,NIL,O
26693, p08/d3497,He,male,PRO,male.n.02
26694, p08/d3497,struck,strike,EPS,strike.v.01
26695, p08/d3497,me,speaker,PRO,O
26696, p08/d3497,a,a,DIS,O
26697, p08/d3497,blow,blow,CON,blow.n.01
26698, p08/d3497,on,on,REL,O
26699, p08/d3497,the,the,DEF,O
26700, p08/d3497,face,face,CON,face.n.01
26701, p08/d3497,.,.,NIL,O
26702, p25/d2533,She,female,PRO,female.n.02
