,sentence,word,sense,context,sym_context,sem_context,sns_context
878, p00/d2404,Tom,male.n.02,"['Tom', 'and', 'Mary', 'stopped']","['tom', 'and', 'mary', 'stop']","['PER', 'GRP', 'PER', 'EPS']","['male.n.02', 'O', 'female.n.02', 'stop.v.02']"
879, p00/d2404,Mary,female.n.02,"['Tom', 'and', 'Mary', 'stopped', 'hugging', '.']","['tom', 'and', 'mary', 'stop', 'hug', '.']","['PER', 'GRP', 'PER', 'EPS', 'EXG', 'NIL']","['male.n.02', 'O', 'female.n.02', 'stop.v.02', 'hug.v.01', 'O']"
880, p00/d2404,stopped,stop.v.02,"['Tom', 'and', 'Mary', 'stopped', 'hugging', '.']","['tom', 'and', 'mary', 'stop', 'hug', '.']","['PER', 'GRP', 'PER', 'EPS', 'EXG', 'NIL']","['male.n.02', 'O', 'female.n.02', 'stop.v.02', 'hug.v.01', 'O']"
881, p00/d1659,He,male.n.02,"['He', 'is', 'spinning', 'wool']","['male', 'be', 'spin', 'wool']","['PRO', 'NOW', 'EXG', 'CON']","['male.n.02', 'O', 'spin.v.06', 'wool.n.02']"
882, p00/d1659,spinning,spin.v.06,"['He', 'is', 'spinning', 'wool', '.']","['male', 'be', 'spin', 'wool', '.']","['PRO', 'NOW', 'EXG', 'CON', 'NIL']","['male.n.02', 'O', 'spin.v.06', 'wool.n.02', 'O']"
883, p10/d0879,Mayuko,female.n.02,"['Mayuko', 'designed', 'her', 'own']","['mayuko', 'design', 'female', 'own']","['PER', 'EPS', 'HAS', 'REF']","['female.n.02', 'design.v.03', 'female.n.02', 'own.a.01']"
884, p10/d0879,designed,design.v.03,"['Mayuko', 'designed', 'her', 'own', 'clothes']","['mayuko', 'design', 'female', 'own', 'clothes']","['PER', 'EPS', 'HAS', 'REF', 'CON']","['female.n.02', 'design.v.03', 'female.n.02', 'own.a.01', 'clothes.n.01']"
885, p10/d0879,her,female.n.02,"['Mayuko', 'designed', 'her', 'own', 'clothes', '.']","['mayuko', 'design', 'female', 'own', 'clothes', '.']","['PER', 'EPS', 'HAS', 'REF', 'CON', 'NIL']","['female.n.02', 'design.v.03', 'female.n.02', 'own.a.01', 'clothes.n.01', 'O']"
886, p10/d0879,own,own.a.01,"['Mayuko', 'designed', 'her', 'own', 'clothes', '.']","['mayuko', 'design', 'female', 'own', 'clothes', '.']","['PER', 'EPS', 'HAS', 'REF', 'CON', 'NIL']","['female.n.02', 'design.v.03', 'female.n.02', 'own.a.01', 'clothes.n.01', 'O']"
887, p00/d1458,She,female.n.02,"['She', 'is', 'not', 'a']","['female', 'be', 'not', 'a']","['PRO', 'ENS', 'NOT', 'DIS']","['female.n.02', 'be.v.08', 'O', 'O']"
888, p00/d1458,is,be.v.08,"['She', 'is', 'not', 'a', 'good']","['female', 'be', 'not', 'a', 'good']","['PRO', 'ENS', 'NOT', 'DIS', 'IST']","['female.n.02', 'be.v.08', 'O', 'O', 'good.a.01']"
889, p00/d1458,good,good.a.01,"['is', 'not', 'a', 'good', 'sailor', '.']","['be', 'not', 'a', 'good', 'sailor', '.']","['ENS', 'NOT', 'DIS', 'IST', 'ROL', 'NIL']","['be.v.08', 'O', 'O', 'good.a.01', 'sailor.n.01', 'O']"
890, p00/d3217,Tom,male.n.02,"['Tom', 'was', 'praying', '.']","['tom', 'be', 'pray', '.']","['PER', 'PST', 'EXG', 'NIL']","['male.n.02', 'O', 'pray.v.01', 'O']"
891, p10/d0891,bicycle,bicycle.n.01,"['The', 'bicycle', 'is', 'mine', '.']","['the', 'bicycle', 'be', 'speaker', '.']","['DEF', 'CON', 'ENS', 'HAS', 'NIL']","['O', 'bicycle.n.01', 'be.v.02', 'O', 'O']"
892, p10/d0891,is,be.v.02,"['The', 'bicycle', 'is', 'mine', '.']","['the', 'bicycle', 'be', 'speaker', '.']","['DEF', 'CON', 'ENS', 'HAS', 'NIL']","['O', 'bicycle.n.01', 'be.v.02', 'O', 'O']"
893, p30/d2389,He,male.n.02,"['He', 'bowed', 'to', 'the']","['male', 'bow', 'to', 'the']","['PRO', 'EPS', 'REL', 'DEF']","['male.n.02', 'bow.v.03', 'O', 'O']"
894, p30/d2389,bowed,bow.v.03,"['He', 'bowed', 'to', 'the', 'Queen']","['male', 'bow', 'to', 'the', 'queen']","['PRO', 'EPS', 'REL', 'DEF', 'ROL']","['male.n.02', 'bow.v.03', 'O', 'O', 'queen.n.02']"
895, p30/d2852,All,entity.n.01,"['All', 'the', 'boys', 'were']","['entity', 'the', 'boy', 'be']","['AND', 'DEF', 'CON', 'PST']","['entity.n.01', 'O', 'boy.n.01', 'O']"
896, p30/d2852,boys,boy.n.01,"['All', 'the', 'boys', 'were', 'yelling', '.']","['entity', 'the', 'boy', 'be', 'yell', '.']","['AND', 'DEF', 'CON', 'PST', 'EXG', 'NIL']","['entity.n.01', 'O', 'boy.n.01', 'O', 'yell.v.01', 'O']"
897, p00/d1842,Mary,female.n.02,"['Mary', 'is', 'snoring', '.']","['mary', 'be', 'snore', '.']","['PER', 'NOW', 'EXG', 'NIL']","['female.n.02', 'O', 'snore.v.01', 'O']"
898, p10/d0789,Who,person.n.01,"['Who', 'wrote', 'this', 'book']","['person', 'write', 'this', 'book']","['QUE', 'EPS', 'PRX', 'CON']","['person.n.01', 'write.v.01', 'O', 'book.n.01']"
899, p10/d0789,wrote,write.v.01,"['Who', 'wrote', 'this', 'book', '?']","['person', 'write', 'this', 'book', '?']","['QUE', 'EPS', 'PRX', 'CON', 'QUE']","['person.n.01', 'write.v.01', 'O', 'book.n.01', 'O']"
900, p00/d2492,Tycho~Brahe,male.n.02,"['Tycho~Brahe', 'benefited', 'greatly', 'from']","['tycho~brahe', 'benefit', 'greatly', 'from']","['PER', 'EPS', 'IST', 'REL']","['male.n.02', 'benefit.v.01', 'greatly.r.01', 'O']"
901, p00/d2492,benefited,benefit.v.01,"['Tycho~Brahe', 'benefited', 'greatly', 'from', 'King']","['tycho~brahe', 'benefit', 'greatly', 'from', 'king']","['PER', 'EPS', 'IST', 'REL', 'ROL']","['male.n.02', 'benefit.v.01', 'greatly.r.01', 'O', 'king.n.01']"
902, p00/d2492,greatly,greatly.r.01,"['Tycho~Brahe', 'benefited', 'greatly', 'from', 'King', 'Fredrik']","['tycho~brahe', 'benefit', 'greatly', 'from', 'king', 'fredrik']","['PER', 'EPS', 'IST', 'REL', 'ROL', 'PER']","['male.n.02', 'benefit.v.01', 'greatly.r.01', 'O', 'king.n.01', 'male.n.02']"
903, p00/d2492,King,king.n.01,"['benefited', 'greatly', 'from', 'King', 'Fredrik', ""'s"", 'generous']","['benefit', 'greatly', 'from', 'king', 'fredrik', ""'s"", 'generous']","['EPS', 'IST', 'REL', 'ROL', 'PER', 'HAS', 'IST']","['benefit.v.01', 'greatly.r.01', 'O', 'king.n.01', 'male.n.02', 'O', 'generous.a.01']"
904, p00/d2492,Fredrik,male.n.02,"['greatly', 'from', 'King', 'Fredrik', ""'s"", 'generous', 'support']","['greatly', 'from', 'king', 'fredrik', ""'s"", 'generous', 'support']","['IST', 'REL', 'ROL', 'PER', 'HAS', 'IST', 'CON']","['greatly.r.01', 'O', 'king.n.01', 'male.n.02', 'O', 'generous.a.01', 'support.n.01']"
905, p00/d2492,generous,generous.a.01,"['King', 'Fredrik', ""'s"", 'generous', 'support', '.']","['king', 'fredrik', ""'s"", 'generous', 'support', '.']","['ROL', 'PER', 'HAS', 'IST', 'CON', 'NIL']","['king.n.01', 'male.n.02', 'O', 'generous.a.01', 'support.n.01', 'O']"
906, p20/d3237,His,male.n.02,"['His', 'debts', 'amount', 'to']","['male', 'debt', 'amount', 'to']","['HAS', 'CON', 'ENS', 'REL']","['male.n.02', 'debt.n.02', 'amount.v.02', 'O']"
907, p20/d3237,debts,debt.n.02,"['His', 'debts', 'amount', 'to', '$']","['male', 'debt', 'amount', 'to', 'dollar']","['HAS', 'CON', 'ENS', 'REL', 'UOM']","['male.n.02', 'debt.n.02', 'amount.v.02', 'O', 'dollar.n.01']"
908, p20/d3237,amount,amount.v.02,"['His', 'debts', 'amount', 'to', '$', '2,000']","['male', 'debt', 'amount', 'to', 'dollar', '2000']","['HAS', 'CON', 'ENS', 'REL', 'UOM', 'QUC']","['male.n.02', 'debt.n.02', 'amount.v.02', 'O', 'dollar.n.01', 'O']"
909, p20/d3237,$,dollar.n.01,"['debts', 'amount', 'to', '$', '2,000', '.']","['debt', 'amount', 'to', 'dollar', '2000', '.']","['CON', 'ENS', 'REL', 'UOM', 'QUC', 'NIL']","['debt.n.02', 'amount.v.02', 'O', 'dollar.n.01', 'O', 'O']"
910, p00/d1853,Tom,male.n.02,"['Tom', 'seems', 'conceited', '.']","['tom', 'seem', 'conceited', '.']","['PER', 'ENS', 'IST', 'NIL']","['male.n.02', 'seem.v.01', 'conceited.a.01', 'O']"
911, p00/d1853,seems,seem.v.01,"['Tom', 'seems', 'conceited', '.']","['tom', 'seem', 'conceited', '.']","['PER', 'ENS', 'IST', 'NIL']","['male.n.02', 'seem.v.01', 'conceited.a.01', 'O']"
912, p00/d1466,Tom,male.n.02,"['Tom', 'is', 'rinsing', 'the']","['tom', 'be', 'rinse', 'the']","['PER', 'NOW', 'EXG', 'DEF']","['male.n.02', 'O', 'rinse.v.01', 'O']"
913, p00/d1466,rinsing,rinse.v.01,"['Tom', 'is', 'rinsing', 'the', 'dishes', '.']","['tom', 'be', 'rinse', 'the', 'dish', '.']","['PER', 'NOW', 'EXG', 'DEF', 'CON', 'NIL']","['male.n.02', 'O', 'rinse.v.01', 'O', 'dish.n.01', 'O']"
914, p00/d3476,love,love.v.01,"['I', 'love', 'thick', ',', 'creamy']","['speaker', 'love', 'thick', ',', 'creamy']","['PRO', 'ENS', 'IST', 'NIL', 'IST']","['O', 'love.v.01', 'thick.a.03', 'O', 'creamy.a.02']"
915, p00/d3476,thick,thick.a.03,"['I', 'love', 'thick', ',', 'creamy', 'mushroom']","['speaker', 'love', 'thick', ',', 'creamy', 'mushroom']","['PRO', 'ENS', 'IST', 'NIL', 'IST', 'CON']","['O', 'love.v.01', 'thick.a.03', 'O', 'creamy.a.02', 'mushroom.n.01']"
916, p00/d3476,creamy,creamy.a.02,"['love', 'thick', ',', 'creamy', 'mushroom', 'soup', '.']","['love', 'thick', ',', 'creamy', 'mushroom', 'soup', '.']","['ENS', 'IST', 'NIL', 'IST', 'CON', 'CON', 'NIL']","['love.v.01', 'thick.a.03', 'O', 'creamy.a.02', 'mushroom.n.01', 'soup.n.01', 'O']"
917, p00/d3476,mushroom,mushroom.n.01,"['thick', ',', 'creamy', 'mushroom', 'soup', '.']","['thick', ',', 'creamy', 'mushroom', 'soup', '.']","['IST', 'NIL', 'IST', 'CON', 'CON', 'NIL']","['thick.a.03', 'O', 'creamy.a.02', 'mushroom.n.01', 'soup.n.01', 'O']"
918, p10/d1637,is,be.v.03,"['There', 'is', 'yogurt', 'in', 'the']","['there', 'be', 'yogurt', 'in', 'the']","['NIL', 'ENS', 'CON', 'REL', 'DEF']","['O', 'be.v.03', 'yogurt.n.01', 'O', 'O']"
919, p10/d1637,yogurt,yogurt.n.01,"['There', 'is', 'yogurt', 'in', 'the', 'refrigerator']","['there', 'be', 'yogurt', 'in', 'the', 'refrigerator']","['NIL', 'ENS', 'CON', 'REL', 'DEF', 'CON']","['O', 'be.v.03', 'yogurt.n.01', 'O', 'O', 'refrigerator.n.01']"
920, p00/d1660,very,very.r.01,"['I', ""'m"", 'very', 'lazy', '.']","['speaker', 'be', 'very', 'lazy', '.']","['PRO', 'NOW', 'INT', 'DEG', 'NIL']","['O', 'O', 'very.r.01', 'lazy.a.02', 'O']"
921, p00/d1730,think,think.v.01,"['I', 'think', 'Tom', 'is', 'normal']","['speaker', 'think', 'tom', 'be', 'normal']","['PRO', 'ENS', 'PER', 'NOW', 'IST']","['O', 'think.v.01', 'male.n.02', 'O', 'normal.a.03']"
922, p00/d1730,Tom,male.n.02,"['I', 'think', 'Tom', 'is', 'normal', '.']","['speaker', 'think', 'tom', 'be', 'normal', '.']","['PRO', 'ENS', 'PER', 'NOW', 'IST', 'NIL']","['O', 'think.v.01', 'male.n.02', 'O', 'normal.a.03', 'O']"
923, p30/d1766,Whose,person.n.01,"['Whose', 'are', 'these', 'pens']","['person', 'be', 'entity', 'pen']","['HAS', 'ENS', 'PRX', 'CON']","['person.n.01', 'be.v.02', 'O', 'pen.n.01']"
924, p30/d1766,are,be.v.02,"['Whose', 'are', 'these', 'pens', '?']","['person', 'be', 'entity', 'pen', '?']","['HAS', 'ENS', 'PRX', 'CON', 'QUE']","['person.n.01', 'be.v.02', 'O', 'pen.n.01', 'O']"
925, p30/d1647,regret,regret.v.01,"['I', 'regret', 'that', 'decision', '.']","['speaker', 'regret', 'that', 'decision', '.']","['PRO', 'ENS', 'DST', 'CON', 'NIL']","['O', 'regret.v.01', 'O', 'decision.n.02', 'O']"
926, p00/d1453,Tom,male.n.02,"['Tom', 'abhors', 'violence', '.']","['tom', 'abhor', 'violence', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'abhor.v.01', 'violence.n.01', 'O']"
927, p00/d1453,abhors,abhor.v.01,"['Tom', 'abhors', 'violence', '.']","['tom', 'abhor', 'violence', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'abhor.v.01', 'violence.n.01', 'O']"
928, p00/d1549,This,entity.n.01,"['This', 'is', 'Miss', 'Curtis']","['entity', 'be', 'miss', 'curtis']","['PRX', 'ENS', 'ROL', 'PER']","['entity.n.01', 'be.v.02', 'miss.n.03', 'female.n.02']"
929, p00/d1549,is,be.v.02,"['This', 'is', 'Miss', 'Curtis', '.']","['entity', 'be', 'miss', 'curtis', '.']","['PRX', 'ENS', 'ROL', 'PER', 'NIL']","['entity.n.01', 'be.v.02', 'miss.n.03', 'female.n.02', 'O']"
930, p00/d1549,Miss,miss.n.03,"['This', 'is', 'Miss', 'Curtis', '.']","['entity', 'be', 'miss', 'curtis', '.']","['PRX', 'ENS', 'ROL', 'PER', 'NIL']","['entity.n.01', 'be.v.02', 'miss.n.03', 'female.n.02', 'O']"
931, p00/d2581,Tom,male.n.02,"['Tom', ""'s"", 'paralyzed', '.']","['tom', 'be', 'paralyzed', '.']","['PER', 'NOW', 'IST', 'NIL']","['male.n.02', 'O', 'paralyzed.a.01', 'O']"
932, p30/d1481,He,male.n.02,"['He', 'inherited', 'an', 'old']","['male', 'inherit', 'an', 'old']","['PRO', 'EPS', 'DIS', 'IST']","['male.n.02', 'inherit.v.01', 'O', 'old.a.02']"
933, p30/d1481,inherited,inherit.v.01,"['He', 'inherited', 'an', 'old', 'wooden']","['male', 'inherit', 'an', 'old', 'wooden']","['PRO', 'EPS', 'DIS', 'IST', 'IST']","['male.n.02', 'inherit.v.01', 'O', 'old.a.02', 'wooden.a.01']"
934, p30/d1481,old,old.a.02,"['He', 'inherited', 'an', 'old', 'wooden', 'chest', '.']","['male', 'inherit', 'an', 'old', 'wooden', 'chest', '.']","['PRO', 'EPS', 'DIS', 'IST', 'IST', 'CON', 'NIL']","['male.n.02', 'inherit.v.01', 'O', 'old.a.02', 'wooden.a.01', 'chest.n.02', 'O']"
935, p30/d1481,wooden,wooden.a.01,"['inherited', 'an', 'old', 'wooden', 'chest', '.']","['inherit', 'an', 'old', 'wooden', 'chest', '.']","['EPS', 'DIS', 'IST', 'IST', 'CON', 'NIL']","['inherit.v.01', 'O', 'old.a.02', 'wooden.a.01', 'chest.n.02', 'O']"
936, p10/d1655,Someone,person.n.01,"['Someone', 'has', 'given', 'me']","['person', 'have', 'give', 'speaker']","['DIS', 'NOW', 'EXT', 'PRO']","['person.n.01', 'O', 'give.v.01', 'O']"
937, p10/d1655,given,give.v.01,"['Someone', 'has', 'given', 'me', 'the', 'cold']","['person', 'have', 'give', 'speaker', 'the', 'cold']","['DIS', 'NOW', 'EXT', 'PRO', 'DEF', 'CON']","['person.n.01', 'O', 'give.v.01', 'O', 'O', 'cold.n.01']"
938, p10/d0798,hospital,hospital.n.01,"['This', 'hospital', 'has', 'a', 'lot']","['this', 'hospital', 'have', 'a', '+']","['PRX', 'CON', 'ENS', 'DIS', 'QUV']","['O', 'hospital.n.01', 'have.v.02', 'O', 'O']"
939, p10/d0798,has,have.v.02,"['This', 'hospital', 'has', 'a', 'lot', 'of']","['this', 'hospital', 'have', 'a', '+', 'of']","['PRX', 'CON', 'ENS', 'DIS', 'QUV', 'REL']","['O', 'hospital.n.01', 'have.v.02', 'O', 'O', 'O']"
940, p10/d0798,new,new.a.01,"['a', 'lot', 'of', 'new', 'equipment', '.']","['a', '+', 'of', 'new', 'equipment', '.']","['DIS', 'QUV', 'REL', 'IST', 'CON', 'NIL']","['O', 'O', 'O', 'new.a.01', 'equipment.n.01', 'O']"
941, p30/d2695,rope,rope.n.01,"['The', 'rope', 'broke', 'under', 'the']","['the', 'rope', 'break', 'under', 'the']","['DEF', 'CON', 'EPS', 'REL', 'DEF']","['O', 'rope.n.01', 'break.v.02', 'O', 'O']"
942, p30/d2695,broke,break.v.02,"['The', 'rope', 'broke', 'under', 'the', 'strain']","['the', 'rope', 'break', 'under', 'the', 'strain']","['DEF', 'CON', 'EPS', 'REL', 'DEF', 'CON']","['O', 'rope.n.01', 'break.v.02', 'O', 'O', 'strain.n.01']"
943, p10/d3476,She,female.n.02,"['She', 'was', 'arrested', 'by']","['female', 'be', 'arrest', 'by']","['PRO', 'PST', 'EXS', 'REL']","['female.n.02', 'O', 'arrest.v.01', 'O']"
944, p10/d3476,arrested,arrest.v.01,"['She', 'was', 'arrested', 'by', 'the', 'police']","['female', 'be', 'arrest', 'by', 'the', 'police']","['PRO', 'PST', 'EXS', 'REL', 'DEF', 'CON']","['female.n.02', 'O', 'arrest.v.01', 'O', 'O', 'police.n.01']"
945, p10/d1382,tall,tall.a.01,"['How', 'tall', 'was', 'Judy~Garland', '?']","['how', 'tall', 'be', 'judy~garland', '?']","['QUE', 'IST', 'PST', 'PER', 'QUE']","['O', 'tall.a.01', 'O', 'female.n.02', 'O']"
946, p00/d2531,Haruki~Murakami,male.n.02,"['Is', 'Haruki~Murakami', 'popular', 'in', 'Vietnam']","['be', 'haruki~murakami', 'popular', 'in', 'vietnam']","['NOW', 'PER', 'IST', 'REL', 'GPE']","['O', 'male.n.02', 'popular.a.01', 'O', 'country.n.02']"
947, p00/d2531,popular,popular.a.01,"['Is', 'Haruki~Murakami', 'popular', 'in', 'Vietnam', 'as~well']","['be', 'haruki~murakami', 'popular', 'in', 'vietnam', 'as~well']","['NOW', 'PER', 'IST', 'REL', 'GPE', 'ALT']","['O', 'male.n.02', 'popular.a.01', 'O', 'country.n.02', 'O']"
948, p00/d2531,Vietnam,country.n.02,"['Haruki~Murakami', 'popular', 'in', 'Vietnam', 'as~well', '?']","['haruki~murakami', 'popular', 'in', 'vietnam', 'as~well', '?']","['PER', 'IST', 'REL', 'GPE', 'ALT', 'QUE']","['male.n.02', 'popular.a.01', 'O', 'country.n.02', 'O', 'O']"
949, p00/d3325,always,time.n.01,"['I', 'always', 'get', 'up', 'at']","['speaker', 'time', 'get~up', 'up', 'at']","['PRO', 'AND', 'ENS', 'REL', 'REL']","['O', 'time.n.01', 'get_up.v.02', 'O', 'O']"
950, p00/d3325,get,get_up.v.02,"['I', 'always', 'get', 'up', 'at', ""6~o'clock""]","['speaker', 'time', 'get~up', 'up', 'at', '06:00']","['PRO', 'AND', 'ENS', 'REL', 'REL', 'CLO']","['O', 'time.n.01', 'get_up.v.02', 'O', 'O', 'O']"
951, p30/d2486,Canadian,country.n.02,"['The', 'Canadian', 'chopped', 'down', 'the']","['the', 'canada', 'chop~down', 'down', 'the']","['DEF', 'GPO', 'EPS', 'REL', 'DEF']","['O', 'country.n.02', 'chop_down.v.01', 'O', 'O']"
952, p30/d2486,chopped,chop_down.v.01,"['The', 'Canadian', 'chopped', 'down', 'the', 'tree']","['the', 'canada', 'chop~down', 'down', 'the', 'tree']","['DEF', 'GPO', 'EPS', 'REL', 'DEF', 'CON']","['O', 'country.n.02', 'chop_down.v.01', 'O', 'O', 'tree.n.01']"
953, p30/d2486,tree,tree.n.01,"['chopped', 'down', 'the', 'tree', 'with', 'an', 'ax']","['chop~down', 'down', 'the', 'tree', 'with', 'an', 'ax']","['EPS', 'REL', 'DEF', 'CON', 'REL', 'DIS', 'CON']","['chop_down.v.01', 'O', 'O', 'tree.n.01', 'O', 'O', 'ax.n.01']"
954, p20/d2371,He,male.n.02,"['He', ""'s"", 'never', 'been']","['male', 'be', 'time', 'be']","['PRO', 'NOW', 'NOT', 'EXT']","['male.n.02', 'O', 'O', 'be.v.03']"
955, p20/d2371,been,be.v.03,"['He', ""'s"", 'never', 'been', 'to', 'America', '.']","['male', 'be', 'time', 'be', 'to', 'america', '.']","['PRO', 'NOW', 'NOT', 'EXT', 'REL', 'GPE', 'NIL']","['male.n.02', 'O', 'O', 'be.v.03', 'O', 'country.n.02', 'O']"
956, p30/d3207,are,be.v.03,"['There', 'are', 'many', 'earthquakes', 'in']","['there', 'be', '+', 'earthquake', 'in']","['NIL', 'ENS', 'QUV', 'CON', 'REL']","['O', 'be.v.03', 'O', 'earthquake.n.01', 'O']"
957, p30/d3207,earthquakes,earthquake.n.01,"['There', 'are', 'many', 'earthquakes', 'in', 'Japan', '.']","['there', 'be', '+', 'earthquake', 'in', 'japan', '.']","['NIL', 'ENS', 'QUV', 'CON', 'REL', 'GPE', 'NIL']","['O', 'be.v.03', 'O', 'earthquake.n.01', 'O', 'country.n.02', 'O']"
958, p10/d3022,Lincoln,male.n.02,"['Lincoln', 'welcomed', 'his', 'old']","['lincoln', 'welcome', 'male', 'old']","['PER', 'EPS', 'HAS', 'IST']","['male.n.02', 'O', 'male.n.02', 'old.a.02']"
959, p10/d3022,his,male.n.02,"['Lincoln', 'welcomed', 'his', 'old', 'political', 'opponent']","['lincoln', 'welcome', 'male', 'old', 'political', 'opponent']","['PER', 'EPS', 'HAS', 'IST', 'IST', 'ROL']","['male.n.02', 'O', 'male.n.02', 'old.a.02', 'political.a.01', 'O']"
960, p10/d3022,old,old.a.02,"['Lincoln', 'welcomed', 'his', 'old', 'political', 'opponent', '.']","['lincoln', 'welcome', 'male', 'old', 'political', 'opponent', '.']","['PER', 'EPS', 'HAS', 'IST', 'IST', 'ROL', 'NIL']","['male.n.02', 'O', 'male.n.02', 'old.a.02', 'political.a.01', 'O', 'O']"
961, p10/d3022,political,political.a.01,"['welcomed', 'his', 'old', 'political', 'opponent', '.']","['welcome', 'male', 'old', 'political', 'opponent', '.']","['EPS', 'HAS', 'IST', 'IST', 'ROL', 'NIL']","['O', 'male.n.02', 'old.a.02', 'political.a.01', 'O', 'O']"
962, p30/d2686,Which,entity.n.01,"['Which', 'browser', 'are', 'you']","['entity', 'browser', 'be', 'hearer']","['QUE', 'CON', 'NOW', 'PRO']","['entity.n.01', 'browser.n.02', 'O', 'O']"
963, p30/d2686,browser,browser.n.02,"['Which', 'browser', 'are', 'you', 'using']","['entity', 'browser', 'be', 'hearer', 'use']","['QUE', 'CON', 'NOW', 'PRO', 'EXG']","['entity.n.01', 'browser.n.02', 'O', 'O', 'use.v.01']"
964, p00/d1757,alarm,alarm.n.04,"['The', 'alarm', 'did', ""n't"", 'wake']","['the', 'alarm', 'do', 'not', 'wake']","['DEF', 'CON', 'PST', 'NOT', 'EXS']","['O', 'alarm.n.04', 'O', 'O', 'wake.v.05']"
965, p00/d1757,wake,wake.v.05,"['alarm', 'did', ""n't"", 'wake', 'Tom', '.']","['alarm', 'do', 'not', 'wake', 'tom', '.']","['CON', 'PST', 'NOT', 'EXS', 'PER', 'NIL']","['alarm.n.04', 'O', 'O', 'wake.v.05', 'male.n.02', 'O']"
966, p00/d2229,Tom,male.n.02,"['Tom', 'drives', 'a', 'truck']","['tom', 'drive', 'a', 'truck', 'drive', 'a']","['PER', 'ENS', 'DIS', 'CON', 'ENS', 'DIS']","['male.n.02', 'drive.v.01', 'O', 'truck.n.01', 'drive.v.01', 'O']"
967, p00/d2229,drives,drive.v.01,"['Tom', 'drives', 'a', 'truck', 'and']","['tom', 'drive', 'a', 'truck', 'and', 'drive', 'a']","['PER', 'ENS', 'DIS', 'CON', 'AND', 'ENS', 'DIS']","['male.n.02', 'drive.v.01', 'O', 'truck.n.01', 'O', 'drive.v.01', 'O']"
968, p00/d2229,truck,truck.n.01,"['Tom', 'drives', 'a', 'truck', 'and', 'his', 'wife']","['tom', 'drive', 'a', 'truck', 'and', 'male', 'wife', 'drive', 'a']","['PER', 'ENS', 'DIS', 'CON', 'AND', 'HAS', 'ROL', 'ENS', 'DIS']","['male.n.02', 'drive.v.01', 'O', 'truck.n.01', 'O', 'male.n.02', 'wife.n.01', 'drive.v.01', 'O']"
969, p00/d2229,his,male.n.02,"['a', 'truck', 'and', 'his', 'wife', 'drives', 'a']","['drive', 'a', 'truck', 'and', 'male', 'wife', 'drive', 'a']","['ENS', 'DIS', 'CON', 'AND', 'HAS', 'ROL', 'ENS', 'DIS']","['drive.v.01', 'O', 'truck.n.01', 'O', 'male.n.02', 'wife.n.01', 'drive.v.01', 'O']"
970, p00/d2229,wife,wife.n.01,"['truck', 'and', 'his', 'wife', 'drives', 'a', 'station~wagon']","['drive', 'a', 'truck', 'and', 'male', 'wife', 'drive', 'a', 'station~wagon']","['ENS', 'DIS', 'CON', 'AND', 'HAS', 'ROL', 'ENS', 'DIS', 'CON']","['drive.v.01', 'O', 'truck.n.01', 'O', 'male.n.02', 'wife.n.01', 'drive.v.01', 'O', 'station_wagon.n.01']"
971, p00/d2229,drives,drive.v.01,"['and', 'his', 'wife', 'drives', 'a', 'station~wagon', '.']","['drive', 'a', 'and', 'male', 'wife', 'drive', 'a', 'station~wagon', '.']","['ENS', 'DIS', 'AND', 'HAS', 'ROL', 'ENS', 'DIS', 'CON', 'NIL']","['drive.v.01', 'O', 'O', 'male.n.02', 'wife.n.01', 'drive.v.01', 'O', 'station_wagon.n.01', 'O']"
972, p10/d3322,Tom,male.n.02,"['Tom', 'scored', 'three', 'goals']","['tom', 'score', '3', 'goal']","['PER', 'EPS', 'QUC', 'CON']","['male.n.02', 'score.v.01', 'O', 'goal.n.04']"
973, p10/d3322,scored,score.v.01,"['Tom', 'scored', 'three', 'goals', '.']","['tom', 'score', '3', 'goal', '.']","['PER', 'EPS', 'QUC', 'CON', 'NIL']","['male.n.02', 'score.v.01', 'O', 'goal.n.04', 'O']"
974, p00/d0913,garden,garden.n.01,"['The', 'garden', 'was', 'full', 'of']","['the', 'garden', 'be', 'full', 'of']","['DEF', 'CON', 'PST', 'IST', 'REL']","['O', 'garden.n.01', 'O', 'full.a.01', 'O']"
975, p00/d0913,full,full.a.01,"['The', 'garden', 'was', 'full', 'of', 'beautiful', 'yellow']","['the', 'garden', 'be', 'full', 'of', 'beautiful', 'yellow']","['DEF', 'CON', 'PST', 'IST', 'REL', 'IST', 'COL']","['O', 'garden.n.01', 'O', 'full.a.01', 'O', 'beautiful.a.01', 'yellow.a.01']"
976, p00/d0913,beautiful,beautiful.a.01,"['was', 'full', 'of', 'beautiful', 'yellow', 'flowers', '.']","['be', 'full', 'of', 'beautiful', 'yellow', 'flower', '.']","['PST', 'IST', 'REL', 'IST', 'COL', 'CON', 'NIL']","['O', 'full.a.01', 'O', 'beautiful.a.01', 'yellow.a.01', 'flower.n.01', 'O']"
977, p00/d0913,yellow,yellow.a.01,"['full', 'of', 'beautiful', 'yellow', 'flowers', '.']","['full', 'of', 'beautiful', 'yellow', 'flower', '.']","['IST', 'REL', 'IST', 'COL', 'CON', 'NIL']","['full.a.01', 'O', 'beautiful.a.01', 'yellow.a.01', 'flower.n.01', 'O']"
