,sentence,word,sense,context,sym_context,sem_context,sns_context
1476, p00/d3084,help,help.n.01,"['on', 'your', 'help', '.']","['on', 'hearer', 'help', '.']","['REL', 'HAS', 'CON', 'NIL']","['O', 'O', 'help.n.01', 'O']"
1477, p00/d3204,She,female.n.02,"['She', ""'s"", 'cleaning']","['female', 'be', 'clean']","['PRO', 'NOW', 'EXG']","['female.n.02', 'O', 'clean.v.01']"
1478, p00/d3204,cleaning,clean.v.01,"['She', ""'s"", 'cleaning', 'the', 'book']","['female', 'be', 'clean', 'the', 'book']","['PRO', 'NOW', 'EXG', 'DEF', 'CON']","['female.n.02', 'O', 'clean.v.01', 'O', 'book.n.01']"
1479, p00/d3204,book,book.n.01,"['cleaning', 'the', 'book', '.']","['clean', 'the', 'book', '.']","['EXG', 'DEF', 'CON', 'NIL']","['clean.v.01', 'O', 'book.n.01', 'O']"
1480, p30/d2367,Nobody,person.n.01,"['Nobody', 'called', '.']","['person', 'call', '.']","['NOT', 'EPS', 'NIL']","['person.n.01', 'call.v.03', 'O']"
1481, p30/d2367,called,call.v.03,"['Nobody', 'called', '.']","['person', 'call', '.']","['NOT', 'EPS', 'NIL']","['person.n.01', 'call.v.03', 'O']"
1482, p00/d1493,Something,entity.n.01,"['Something', ""'s"", 'burning']","['entity', 'be', 'burn']","['DIS', 'NOW', 'EXG']","['entity.n.01', 'O', 'burn.v.01']"
1483, p00/d1493,burning,burn.v.01,"['Something', ""'s"", 'burning', '.']","['entity', 'be', 'burn', '.']","['DIS', 'NOW', 'EXG', 'NIL']","['entity.n.01', 'O', 'burn.v.01', 'O']"
1484, p10/d1383,Who,person.n.01,"['Who', 'founded', 'Rhode~Island']","['person', 'found', 'rhode~island']","['QUE', 'EPS', 'GPE']","['person.n.01', 'found.v.01', 'state.n.04']"
1485, p10/d1383,founded,found.v.01,"['Who', 'founded', 'Rhode~Island', '?']","['person', 'found', 'rhode~island', '?']","['QUE', 'EPS', 'GPE', 'QUE']","['person.n.01', 'found.v.01', 'state.n.04', 'O']"
1486, p10/d1383,Rhode~Island,state.n.04,"['Who', 'founded', 'Rhode~Island', '?']","['person', 'found', 'rhode~island', '?']","['QUE', 'EPS', 'GPE', 'QUE']","['person.n.01', 'found.v.01', 'state.n.04', 'O']"
1487, p00/d1811,Tom,male.n.02,"['Tom', ""'s"", 'eating']","['tom', 'be', 'eat']","['PER', 'NOW', 'EXG']","['male.n.02', 'O', 'eat.v.02']"
1488, p00/d1811,eating,eat.v.02,"['Tom', ""'s"", 'eating', '.']","['tom', 'be', 'eat', '.']","['PER', 'NOW', 'EXG', 'NIL']","['male.n.02', 'O', 'eat.v.02', 'O']"
1489, p00/d2607,Tom,male.n.02,"['Tom', 'got', 'sick']","['tom', 'get', 'sick']","['PER', 'PST', 'IST']","['male.n.02', 'O', 'sick.a.01']"
1490, p00/d2607,sick,sick.a.01,"['Tom', 'got', 'sick', '.']","['tom', 'get', 'sick', '.']","['PER', 'PST', 'IST', 'NIL']","['male.n.02', 'O', 'sick.a.01', 'O']"
1491, p10/d3409,help,help.v.01,"['I', 'will', 'help', '.']","['speaker', 'will', 'help', '.']","['PRO', 'FUT', 'EXS', 'NIL']","['O', 'O', 'help.v.01', 'O']"
1492, p00/d0778,slow,slow.a.03,"['How', 'slow', 'you', 'are']","['how', 'slow', 'hearer', 'be']","['EMP', 'IST', 'PRO', 'NOW']","['O', 'slow.a.03', 'O', 'O']"
1493, p20/d2657,wounded,wound.v.01,"['You', ""'re"", 'wounded', '.']","['hearer', 'be', 'wound', '.']","['PRO', 'NOW', 'EXS', 'NIL']","['O', 'O', 'wound.v.01', 'O']"
1494, p00/d3233,doctor,doctor.n.01,"['The', 'doctor', 'told', 'Tom']","['the', 'doctor', 'tell', 'tom']","['DEF', 'ROL', 'EPS', 'PER']","['O', 'doctor.n.01', 'tell.v.02', 'male.n.02']"
1495, p00/d3233,told,tell.v.02,"['The', 'doctor', 'told', 'Tom', 'that']","['the', 'doctor', 'tell', 'tom', 'that']","['DEF', 'ROL', 'EPS', 'PER', 'SUB']","['O', 'doctor.n.01', 'tell.v.02', 'male.n.02', 'O']"
1496, p00/d3233,Tom,male.n.02,"['doctor', 'told', 'Tom', 'that', 'he']","['doctor', 'tell', 'tom', 'that', 'male']","['ROL', 'EPS', 'PER', 'SUB', 'PRO']","['doctor.n.01', 'tell.v.02', 'male.n.02', 'O', 'male.n.02']"
1497, p00/d3233,he,male.n.02,"['Tom', 'that', 'he', 'should', 'eat']","['tom', 'that', 'male', 'should', 'eat']","['PER', 'SUB', 'PRO', 'NEC', 'EXS']","['male.n.02', 'O', 'male.n.02', 'O', 'eat.v.01']"
1498, p00/d3233,eat,eat.v.01,"['he', 'should', 'eat', 'a', 'lot']","['male', 'should', 'eat', 'a', '+']","['PRO', 'NEC', 'EXS', 'DIS', 'QUV']","['male.n.02', 'O', 'eat.v.01', 'O', 'O']"
1499, p00/d3233,vegetables,vegetable.n.01,"['lot', 'of', 'vegetables', '.']","['+', 'of', 'vegetable', '.']","['QUV', 'REL', 'CON', 'NIL']","['O', 'O', 'vegetable.n.01', 'O']"
1500, p00/d3114,want,want.v.01,"['I', 'want', 'it', 'now']","['speaker', 'want', 'entity', 'now']","['PRO', 'ENS', 'PRO', 'NOW']","['O', 'want.v.01', 'entity.n.01', 'O']"
1501, p00/d3114,it,entity.n.01,"['I', 'want', 'it', 'now', '!']","['speaker', 'want', 'entity', 'now', '!']","['PRO', 'ENS', 'PRO', 'NOW', 'EMP']","['O', 'want.v.01', 'entity.n.01', 'O', 'O']"
1502, p10/d2465,Where,location.n.01,"['Where', 'does', 'your']","['location', 'do', 'hearer']","['QUE', 'NOW', 'HAS']","['location.n.01', 'O', 'O']"
1503, p10/d2465,grandfather,grandfather.n.01,"['does', 'your', 'grandfather', 'live', '?']","['do', 'hearer', 'grandfather', 'live', '?']","['NOW', 'HAS', 'ROL', 'EXS', 'QUE']","['O', 'O', 'grandfather.n.01', 'live.v.01', 'O']"
1504, p10/d2465,live,live.v.01,"['your', 'grandfather', 'live', '?']","['hearer', 'grandfather', 'live', '?']","['HAS', 'ROL', 'EXS', 'QUE']","['O', 'grandfather.n.01', 'live.v.01', 'O']"
1505, p00/d3360,Tom,male.n.02,"['Tom', 'handed', 'Mary']","['tom', 'hand', 'mary']","['PER', 'EPS', 'PER']","['male.n.02', 'hand.v.01', 'female.n.02']"
1506, p00/d3360,handed,hand.v.01,"['Tom', 'handed', 'Mary', 'a']","['tom', 'hand', 'mary', 'a']","['PER', 'EPS', 'PER', 'DIS']","['male.n.02', 'hand.v.01', 'female.n.02', 'O']"
1507, p00/d3360,Mary,female.n.02,"['Tom', 'handed', 'Mary', 'a', 'glass']","['tom', 'hand', 'mary', 'a', 'glass']","['PER', 'EPS', 'PER', 'DIS', 'CON']","['male.n.02', 'hand.v.01', 'female.n.02', 'O', 'glass.n.02']"
1508, p00/d3360,glass,glass.n.02,"['Mary', 'a', 'glass', 'of', 'red~wine']","['mary', 'a', 'glass', 'of', 'red~wine']","['PER', 'DIS', 'CON', 'REL', 'CON']","['female.n.02', 'O', 'glass.n.02', 'O', 'red_wine.n.01']"
1509, p00/d3360,red~wine,red_wine.n.01,"['glass', 'of', 'red~wine', '.']","['glass', 'of', 'red~wine', '.']","['CON', 'REL', 'CON', 'NIL']","['glass.n.02', 'O', 'red_wine.n.01', 'O']"
1510, p00/d1622,boy,boy.n.01,"['The', 'boy', 'fanned', 'himself']","['the', 'boy', 'fan', 'male']","['DEF', 'CON', 'EPS', 'REF']","['O', 'boy.n.01', 'fan.v.03', 'male.n.02']"
1511, p00/d1622,fanned,fan.v.03,"['The', 'boy', 'fanned', 'himself', 'with']","['the', 'boy', 'fan', 'male', 'with']","['DEF', 'CON', 'EPS', 'REF', 'REL']","['O', 'boy.n.01', 'fan.v.03', 'male.n.02', 'O']"
1512, p00/d1622,himself,male.n.02,"['boy', 'fanned', 'himself', 'with', 'his']","['boy', 'fan', 'male', 'with', 'male']","['CON', 'EPS', 'REF', 'REL', 'HAS']","['boy.n.01', 'fan.v.03', 'male.n.02', 'O', 'male.n.02']"
1513, p00/d1622,his,male.n.02,"['himself', 'with', 'his', 'hat', '.']","['male', 'with', 'male', 'hat', '.']","['REF', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'O', 'male.n.02', 'hat.n.01', 'O']"
1514, p00/d1622,hat,hat.n.01,"['with', 'his', 'hat', '.']","['with', 'male', 'hat', '.']","['REL', 'HAS', 'CON', 'NIL']","['O', 'male.n.02', 'hat.n.01', 'O']"
1515, p30/d2603,Tom,male.n.02,"['Tom', 'works', 'at']","['tom', 'work', 'at']","['PER', 'ENS', 'REL']","['male.n.02', 'work.v.02', 'O']"
1516, p30/d2603,works,work.v.02,"['Tom', 'works', 'at', 'a']","['tom', 'work', 'at', 'a']","['PER', 'ENS', 'REL', 'DIS']","['male.n.02', 'work.v.02', 'O', 'O']"
1517, p30/d2603,supermarket,supermarket.n.01,"['at', 'a', 'supermarket', '.']","['at', 'a', 'supermarket', '.']","['REL', 'DIS', 'CON', 'NIL']","['O', 'O', 'supermarket.n.01', 'O']"
1518, p00/d1731,brother,brother.n.01,"['My', 'brother', 'is', 'rich']","['speaker', 'brother', 'be', 'rich']","['HAS', 'ROL', 'NOW', 'IST']","['O', 'brother.n.01', 'O', 'rich.a.01']"
1519, p00/d1731,rich,rich.a.01,"['brother', 'is', 'rich', '.']","['brother', 'be', 'rich', '.']","['ROL', 'NOW', 'IST', 'NIL']","['brother.n.01', 'O', 'rich.a.01', 'O']"
1520, p00/d1397,How,manner.n.01,"['How', 'did', 'Jerry~Garcia']","['manner', 'do', 'jerry~garcia']","['QUE', 'PST', 'PER']","['manner.n.01', 'O', 'male.n.02']"
1521, p00/d1397,Jerry~Garcia,male.n.02,"['How', 'did', 'Jerry~Garcia', 'die', '?']","['manner', 'do', 'jerry~garcia', 'die', '?']","['QUE', 'PST', 'PER', 'EXS', 'QUE']","['manner.n.01', 'O', 'male.n.02', 'die.v.01', 'O']"
1522, p00/d1397,die,die.v.01,"['did', 'Jerry~Garcia', 'die', '?']","['do', 'jerry~garcia', 'die', '?']","['PST', 'PER', 'EXS', 'QUE']","['O', 'male.n.02', 'die.v.01', 'O']"
1523, p10/d3372,Tom,male.n.02,"['Tom', 'insulted', 'Mary']","['tom', 'insult', 'mary']","['PER', 'EPS', 'PER']","['male.n.02', 'O', 'female.n.02']"
1524, p10/d3372,Mary,female.n.02,"['Tom', 'insulted', 'Mary', '.']","['tom', 'insult', 'mary', '.']","['PER', 'EPS', 'PER', 'NIL']","['male.n.02', 'O', 'female.n.02', 'O']"
1525, p30/d3173,Lanzarote,island.n.01,"['How', ""'s"", 'Lanzarote', '?']","['how', 'be', 'lanzarote', '?']","['QUE', 'NOW', 'GPE', 'QUE']","['O', 'O', 'island.n.01', 'O']"
1526, p30/d1957,daughter,daughter.n.01,"['does', 'your', 'daughter', 'weigh', '?']","['do', 'hearer', 'daughter', 'weigh', '?']","['NOW', 'HAS', 'ROL', 'EXS', 'QUE']","['O', 'O', 'daughter.n.01', 'weigh.v.01', 'O']"
1527, p30/d1957,weigh,weigh.v.01,"['your', 'daughter', 'weigh', '?']","['hearer', 'daughter', 'weigh', '?']","['HAS', 'ROL', 'EXS', 'QUE']","['O', 'daughter.n.01', 'weigh.v.01', 'O']"
1528, p00/d2417,fishing,fish.v.02,"['I', 'went', 'fishing', '.']","['speaker', 'go', 'fish', '.']","['PRO', 'PST', 'EXG', 'NIL']","['O', 'O', 'fish.v.02', 'O']"
1529, p00/d1824,books,book.n.02,"['lot', 'of', 'books', '!', 'Do']","['+', 'of', 'book', '!', 'do']","['QUV', 'REL', 'CON', 'EMP', 'NOW']","['O', 'O', 'book.n.02', 'O', 'O']"
1530, p00/d1824,they,entity.n.01,"['!', 'Do', 'they', 'belong', 'to']","['!', 'do', 'entity', 'belong', 'to']","['EMP', 'NOW', 'PRO', 'EXS', 'REL']","['O', 'O', 'entity.n.01', 'belong.v.01', 'O']"
1531, p00/d1824,belong,belong.v.01,"['Do', 'they', 'belong', 'to', 'the']","['do', 'entity', 'belong', 'to', 'the']","['NOW', 'PRO', 'EXS', 'REL', 'DEF']","['O', 'entity.n.01', 'belong.v.01', 'O', 'O']"
1532, p00/d1824,university,university.n.03,"['to', 'the', 'university', 'library', '?']","['to', 'the', 'university', 'library', '?']","['REL', 'DEF', 'CON', 'CON', 'QUE']","['O', 'O', 'university.n.03', 'library.n.02', 'O']"
1533, p00/d1824,library,library.n.02,"['the', 'university', 'library', '?']","['the', 'university', 'library', '?']","['DEF', 'CON', 'CON', 'QUE']","['O', 'university.n.03', 'library.n.02', 'O']"
1534, p00/d0771,Maria,female.n.02,"['Maria', 'has', 'long']","['maria', 'have', 'long']","['PER', 'ENS', 'DEG']","['female.n.02', 'have.v.02', 'long.a.02']"
1535, p00/d0771,has,have.v.02,"['Maria', 'has', 'long', 'hair']","['maria', 'have', 'long', 'hair']","['PER', 'ENS', 'DEG', 'CON']","['female.n.02', 'have.v.02', 'long.a.02', 'hair.n.01']"
1536, p00/d0771,long,long.a.02,"['Maria', 'has', 'long', 'hair', '.']","['maria', 'have', 'long', 'hair', '.']","['PER', 'ENS', 'DEG', 'CON', 'NIL']","['female.n.02', 'have.v.02', 'long.a.02', 'hair.n.01', 'O']"
1537, p00/d0771,hair,hair.n.01,"['has', 'long', 'hair', '.']","['have', 'long', 'hair', '.']","['ENS', 'DEG', 'CON', 'NIL']","['have.v.02', 'long.a.02', 'hair.n.01', 'O']"
1538, p00/d0839,He,male.n.02,"['He', 'can', 'swim']","['male', 'can', 'swim']","['PRO', 'POS', 'EXS']","['male.n.02', 'O', 'swim.v.01']"
1539, p00/d0839,swim,swim.v.01,"['He', 'can', 'swim', '.']","['male', 'can', 'swim', '.']","['PRO', 'POS', 'EXS', 'NIL']","['male.n.02', 'O', 'swim.v.01', 'O']"
1540, p10/d3410,Tom,male.n.02,"['Tom', 'is', 'bilingual']","['tom', 'be', 'bilingual']","['PER', 'NOW', 'IST']","['male.n.02', 'O', 'bilingual.a.01']"
1541, p10/d3410,bilingual,bilingual.a.01,"['Tom', 'is', 'bilingual', '.']","['tom', 'be', 'bilingual', '.']","['PER', 'NOW', 'IST', 'NIL']","['male.n.02', 'O', 'bilingual.a.01', 'O']"
1542, p10/d2163,met,meet.v.01,"['may', 'have', 'met', 'her', 'somewhere']","['may', 'have', 'meet', 'female', 'location']","['POS', 'NOW', 'EXT', 'PRO', 'DIS']","['O', 'O', 'meet.v.01', 'female.n.02', 'location.n.01']"
1543, p10/d2163,her,female.n.02,"['have', 'met', 'her', 'somewhere', '.']","['have', 'meet', 'female', 'location', '.']","['NOW', 'EXT', 'PRO', 'DIS', 'NIL']","['O', 'meet.v.01', 'female.n.02', 'location.n.01', 'O']"
1544, p10/d2163,somewhere,location.n.01,"['met', 'her', 'somewhere', '.']","['meet', 'female', 'location', '.']","['EXT', 'PRO', 'DIS', 'NIL']","['meet.v.01', 'female.n.02', 'location.n.01', 'O']"
1545, p00/d0907,parents,parent.n.01,"['My', 'parents', 'come', 'from']","['speaker', 'parent', 'come', 'from']","['HAS', 'ROL', 'ENS', 'REL']","['O', 'parent.n.01', 'come.v.08', 'O']"
1546, p00/d0907,come,come.v.08,"['My', 'parents', 'come', 'from', 'China']","['speaker', 'parent', 'come', 'from', 'china']","['HAS', 'ROL', 'ENS', 'REL', 'GPE']","['O', 'parent.n.01', 'come.v.08', 'O', 'country.n.02']"
1547, p00/d0907,China,country.n.02,"['come', 'from', 'China', '.']","['come', 'from', 'china', '.']","['ENS', 'REL', 'GPE', 'NIL']","['come.v.08', 'O', 'country.n.02', 'O']"
1548, p10/d2497,He,male.n.02,"['He', 'devoted', 'his']","['male', 'devote', 'male', 'male']","['PRO', 'EPS', 'HAS', 'HAS']","['male.n.02', 'devote.v.01', 'male.n.02', 'male.n.02']"
1549, p10/d2497,devoted,devote.v.01,"['He', 'devoted', 'his', 'life']","['male', 'devote', 'male', 'life', 'male']","['PRO', 'EPS', 'HAS', 'CON', 'HAS']","['male.n.02', 'devote.v.01', 'male.n.02', 'life.n.03', 'male.n.02']"
1550, p10/d2497,his,male.n.02,"['He', 'devoted', 'his', 'life', 'to']","['male', 'devote', 'male', 'life', 'to', 'male']","['PRO', 'EPS', 'HAS', 'CON', 'REL', 'HAS']","['male.n.02', 'devote.v.01', 'male.n.02', 'life.n.03', 'O', 'male.n.02']"
1551, p10/d2497,life,life.n.03,"['devoted', 'his', 'life', 'to', 'his']","['devote', 'male', 'life', 'to', 'male']","['EPS', 'HAS', 'CON', 'REL', 'HAS']","['devote.v.01', 'male.n.02', 'life.n.03', 'O', 'male.n.02']"
1552, p10/d2497,his,male.n.02,"['life', 'to', 'his', 'company', '.']","['male', 'life', 'to', 'male', 'company', '.']","['HAS', 'CON', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'life.n.03', 'O', 'male.n.02', 'company.n.01', 'O']"
1553, p10/d2497,company,company.n.01,"['to', 'his', 'company', '.']","['male', 'to', 'male', 'company', '.']","['HAS', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'O', 'male.n.02', 'company.n.01', 'O']"
1554, p00/d3285,suit,suit.n.01,"['The', 'suit', ""'s"", 'made']","['the', 'suit', 'be', 'make']","['DEF', 'CON', 'NOW', 'EXS']","['O', 'suit.n.01', 'O', 'make.v.03']"
1555, p00/d3285,made,make.v.03,"['suit', ""'s"", 'made', 'of', 'very']","['suit', 'be', 'make', 'of', 'very']","['CON', 'NOW', 'EXS', 'REL', 'INT']","['suit.n.01', 'O', 'make.v.03', 'O', 'very.r.01']"
1556, p00/d3285,very,very.r.01,"['made', 'of', 'very', 'rough', 'material']","['make', 'of', 'very', 'rough', 'material']","['EXS', 'REL', 'INT', 'IST', 'CON']","['make.v.03', 'O', 'very.r.01', 'rough.a.01', 'material.n.01']"
1557, p00/d3285,rough,rough.a.01,"['of', 'very', 'rough', 'material', '.']","['of', 'very', 'rough', 'material', '.']","['REL', 'INT', 'IST', 'CON', 'NIL']","['O', 'very.r.01', 'rough.a.01', 'material.n.01', 'O']"
1558, p00/d3285,material,material.n.01,"['very', 'rough', 'material', '.']","['very', 'rough', 'material', '.']","['INT', 'IST', 'CON', 'NIL']","['very.r.01', 'rough.a.01', 'material.n.01', 'O']"
1559, p00/d3523,Tom,male.n.02,"['Tom', 'twisted', 'the']","['tom', 'twist', 'the']","['PER', 'EPS', 'DEF']","['male.n.02', 'twist.v.09', 'O']"
1560, p00/d3523,twisted,twist.v.09,"['Tom', 'twisted', 'the', 'truth']","['tom', 'twist', 'the', 'truth']","['PER', 'EPS', 'DEF', 'CON']","['male.n.02', 'twist.v.09', 'O', 'truth.n.02']"
1561, p00/d3523,truth,truth.n.02,"['twisted', 'the', 'truth', '.']","['twist', 'the', 'truth', '.']","['EPS', 'DEF', 'CON', 'NIL']","['twist.v.09', 'O', 'truth.n.02', 'O']"
1562, p00/d1222,Kohl,male.n.02,"['Kohl', 'announced', 'economy']","['kohl', 'announce', 'economy']","['PER', 'EPS', 'CON']","['male.n.02', 'announce.v.02', 'economy.n.01']"
1563, p00/d1222,announced,announce.v.02,"['Kohl', 'announced', 'economy', 'measures']","['kohl', 'announce', 'economy', 'measure']","['PER', 'EPS', 'CON', 'CON']","['male.n.02', 'announce.v.02', 'economy.n.01', 'measure.n.01']"
1564, p00/d1222,economy,economy.n.01,"['Kohl', 'announced', 'economy', 'measures']","['kohl', 'announce', 'economy', 'measure']","['PER', 'EPS', 'CON', 'CON']","['male.n.02', 'announce.v.02', 'economy.n.01', 'measure.n.01']"
1565, p00/d2785,roads,road.n.01,"['Both', 'roads', 'lead', 'to']","['both', 'road', 'lead', 'to']","['AND', 'CON', 'ENS', 'REL']","['O', 'road.n.01', 'lead.v.11', 'O']"
1566, p00/d2785,lead,lead.v.11,"['Both', 'roads', 'lead', 'to', 'the']","['both', 'road', 'lead', 'to', 'the']","['AND', 'CON', 'ENS', 'REL', 'DEF']","['O', 'road.n.01', 'lead.v.11', 'O', 'O']"
1567, p00/d2785,station,station.n.01,"['to', 'the', 'station', '.']","['to', 'the', 'station', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'station.n.01', 'O']"
1568, p00/d0715,Anna~Politkovskaya,female.n.02,"['Anna~Politkovskaya', 'was', 'murdered']","['anna~politkovskaya', 'be', 'murder']","['PER', 'PST', 'EXS']","['female.n.02', 'O', 'murder.v.01']"
1569, p00/d0715,murdered,murder.v.01,"['Anna~Politkovskaya', 'was', 'murdered', '.']","['anna~politkovskaya', 'be', 'murder', '.']","['PER', 'PST', 'EXS', 'NIL']","['female.n.02', 'O', 'murder.v.01', 'O']"
1570, p10/d2452,medicine,medicine.n.02,"['The', 'medicine', 'did', ""n't""]","['the', 'medicine', 'do', 'not']","['DEF', 'CON', 'PST', 'NOT']","['O', 'medicine.n.02', 'O', 'O']"
1571, p10/d2452,help,help.v.02,"['did', ""n't"", 'help', 'at~all', '.']","['do', 'not', 'help', 'at~all', '.']","['PST', 'NOT', 'EXS', 'EMP', 'NIL']","['O', 'O', 'help.v.02', 'O', 'O']"
1572, p00/d1968,Tom,male.n.02,"['Did', 'Tom', 'try', '?']","['do', 'tom', 'try', '?']","['PST', 'PER', 'EXS', 'QUE']","['O', 'male.n.02', 'try.v.01', 'O']"
1573, p00/d1968,try,try.v.01,"['Did', 'Tom', 'try', '?']","['do', 'tom', 'try', '?']","['PST', 'PER', 'EXS', 'QUE']","['O', 'male.n.02', 'try.v.01', 'O']"
1574, p10/d2656,marched,march.v.03,"['They', 'marched', 'two', 'abreast']","['person', 'march', '2', 'abreast']","['PRO', 'EPS', 'QUC', 'IST']","['O', 'march.v.03', 'O', 'abreast.r.01']"
1575, p10/d2656,abreast,abreast.r.01,"['marched', 'two', 'abreast', '.']","['march', '2', 'abreast', '.']","['EPS', 'QUC', 'IST', 'NIL']","['march.v.03', 'O', 'abreast.r.01', 'O']"
1576, p30/d0889,flag,flag.n.01,"['This', 'flag', 'is', 'very']","['this', 'flag', 'be', 'very']","['PRX', 'CON', 'NOW', 'INT']","['O', 'flag.n.01', 'O', 'very.r.01']"
1577, p30/d0889,very,very.r.01,"['flag', 'is', 'very', 'pretty', '.']","['flag', 'be', 'very', 'pretty', '.']","['CON', 'NOW', 'INT', 'IST', 'NIL']","['flag.n.01', 'O', 'very.r.01', 'pretty.a.01', 'O']"
1578, p30/d0889,pretty,pretty.a.01,"['is', 'very', 'pretty', '.']","['be', 'very', 'pretty', '.']","['NOW', 'INT', 'IST', 'NIL']","['O', 'very.r.01', 'pretty.a.01', 'O']"
1579, p10/d2033,make,make.v.16,"['I', 'will', 'make', 'a', 'note']","['speaker', 'will', 'make', 'a', 'note']","['PRO', 'FUT', 'EXS', 'DIS', 'CON']","['O', 'O', 'make.v.16', 'O', 'note.n.01']"
1580, p10/d2033,note,note.n.01,"['make', 'a', 'note', 'in', 'my']","['make', 'a', 'note', 'in', 'speaker']","['EXS', 'DIS', 'CON', 'REL', 'HAS']","['make.v.16', 'O', 'note.n.01', 'O', 'O']"
1581, p10/d2033,notebook,notebook.n.01,"['in', 'my', 'notebook', '.']","['in', 'speaker', 'notebook', '.']","['REL', 'HAS', 'CON', 'NIL']","['O', 'O', 'notebook.n.01', 'O']"
1582, p10/d2248,monkey,monkey.n.01,"['The', 'monkey', 'climbed', 'up']","['the', 'monkey', 'climb~up', 'up']","['DEF', 'CON', 'EPS', 'REL']","['O', 'monkey.n.01', 'climb_up.v.01', 'O']"
1583, p10/d2248,climbed,climb_up.v.01,"['The', 'monkey', 'climbed', 'up', 'a']","['the', 'monkey', 'climb~up', 'up', 'a']","['DEF', 'CON', 'EPS', 'REL', 'DIS']","['O', 'monkey.n.01', 'climb_up.v.01', 'O', 'O']"
1584, p10/d2248,tree,tree.n.01,"['up', 'a', 'tree', '.']","['up', 'a', 'tree', '.']","['REL', 'DIS', 'CON', 'NIL']","['O', 'O', 'tree.n.01', 'O']"
1585, p10/d0895,According,according.a.02,"['According', 'to', 'the']","['according', 'to', 'the']","['IST', 'REL', 'DEF']","['according.a.02', 'O', 'O']"
1586, p10/d0895,radio,radio.n.01,"['to', 'the', 'radio', ',', 'it']","['to', 'the', 'radio', ',', 'it']","['REL', 'DEF', 'CON', 'NIL', 'NIL']","['O', 'O', 'radio.n.01', 'O', 'O']"
1587, p10/d0895,rain,rain.v.01,"['it', 'will', 'rain', 'tomorrow', '.']","['it', 'will', 'rain', 'day', '.']","['NIL', 'FUT', 'EXS', 'FUT', 'NIL']","['O', 'O', 'rain.v.01', 'day.n.03', 'O']"
1588, p10/d0895,tomorrow,day.n.03,"['will', 'rain', 'tomorrow', '.']","['will', 'rain', 'day', '.']","['FUT', 'EXS', 'FUT', 'NIL']","['O', 'rain.v.01', 'day.n.03', 'O']"
1589, p00/d2211,like,like.v.03,"['I', 'like', 'my', 'teachers']","['speaker', 'like', 'speaker', 'teacher']","['PRO', 'ENS', 'HAS', 'ROL']","['O', 'like.v.03', 'O', 'teacher.n.01']"
1590, p00/d2211,teachers,teacher.n.01,"['like', 'my', 'teachers', '.']","['like', 'speaker', 'teacher', '.']","['ENS', 'HAS', 'ROL', 'NIL']","['like.v.03', 'O', 'teacher.n.01', 'O']"
1591, p10/d3084,Everything,entity.n.01,"['Everything', 'is', 'all~right']","['entity', 'be', 'all~right']","['AND', 'NOW', 'IST']","['entity.n.01', 'O', 'all_right.a.01']"
1592, p10/d3084,all~right,all_right.a.01,"['Everything', 'is', 'all~right', 'now', '.']","['entity', 'be', 'all~right', 'now', '.']","['AND', 'NOW', 'IST', 'NOW', 'NIL']","['entity.n.01', 'O', 'all_right.a.01', 'O', 'O']"
1593, p20/d2326,people,person.n.01,"['Hundreds', 'of', 'people', 'were', 'killed']","['200', 'of', 'person', 'be', 'kill']","['QUV', 'REL', 'CON', 'PST', 'EXS']","['O', 'O', 'person.n.01', 'O', 'kill.v.01']"
1594, p20/d2326,killed,kill.v.01,"['people', 'were', 'killed', '.']","['person', 'be', 'kill', '.']","['CON', 'PST', 'EXS', 'NIL']","['person.n.01', 'O', 'kill.v.01', 'O']"
1595, p10/d2518,Tom,male.n.02,"['Tom', 'might', 'be']","['tom', 'might', 'be']","['PER', 'POS', 'NIL']","['male.n.02', 'O', 'O']"
1596, p10/d2518,busy,busy.a.01,"['might', 'be', 'busy', '.']","['might', 'be', 'busy', '.']","['POS', 'NIL', 'IST', 'NIL']","['O', 'O', 'busy.a.01', 'O']"
1597, p00/d1567,went,go.v.01,"['Yesterday', 'I', 'went', 'to', 'the']","['day', 'speaker', 'go', 'to', 'the']","['PST', 'PRO', 'EPS', 'REL', 'DEF']","['O', 'O', 'go.v.01', 'O', 'O']"
1598, p00/d1567,opera,opera.n.03,"['to', 'the', 'opera', '.']","['to', 'the', 'opera', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'opera.n.03', 'O']"
1599, p20/d2017,Tom,male.n.02,"['Tom', 'raises', 'Arabian']","['tom', 'raise', 'arabian']","['PER', 'ENS', 'CON']","['male.n.02', 'raise.v.05', 'arabian.n.02']"
1600, p20/d2017,raises,raise.v.05,"['Tom', 'raises', 'Arabian', 'horses']","['tom', 'raise', 'arabian', 'horse']","['PER', 'ENS', 'CON', 'CON']","['male.n.02', 'raise.v.05', 'arabian.n.02', 'horse.n.01']"
1601, p20/d2017,Arabian,arabian.n.02,"['Tom', 'raises', 'Arabian', 'horses', '.']","['tom', 'raise', 'arabian', 'horse', '.']","['PER', 'ENS', 'CON', 'CON', 'NIL']","['male.n.02', 'raise.v.05', 'arabian.n.02', 'horse.n.01', 'O']"
